,client_id,mes,tpv,margem_tpv,data_de_desembolso
457,0148d53,2019-02-28,6503.25,102.89,2019-10-31
456,0148d53,2019-01-31,12910.8,162.32,2019-10-31
455,0148d53,2018-12-31,6324.9,51.68,2019-10-31
454,0148d53,2018-11-30,6679.64,106.53,2019-10-31
453,0148d53,2018-10-31,1593.19,25.69,2019-10-31
458,0148d53,2019-03-31,3689.89,52.53,2019-10-31
470,0150aa5,2019-05-31,14314.41,4.86,2019-09-23
472,0150aa5,2019-07-31,10262.78,12.57,2019-09-23
471,0150aa5,2019-06-30,11773.6,0.0,2019-09-23
469,0150aa5,2019-04-30,5829.35,13.63,2019-09-23
473,0150aa5,2019-08-31,16263.69,0.0,2019-09-23
467,0150aa5,2019-02-28,5099.68,1.18,2019-09-23
466,0150aa5,2019-01-31,5861.84,7.32,2019-09-23
465,0150aa5,2018-12-31,13730.95,21.2,2019-09-23
468,0150aa5,2019-03-31,3175.67,7.3,2019-09-23
485,015870b,2019-09-30,1236.55,13.31,2019-10-23
484,015870b,2019-08-31,18468.49,257.89,2019-10-23
483,015870b,2019-07-31,14665.92,222.96,2019-10-23
482,015870b,2019-06-30,10458.41,177.08,2019-10-23
481,015870b,2019-05-31,8424.29,148.54,2019-10-23
480,015870b,2019-04-30,8539.89,148.99,2019-10-23
478,015870b,2019-02-28,8786.79,156.65,2019-10-23
477,015870b,2019-01-31,6795.17,120.98,2019-10-23
476,015870b,2018-12-31,24278.05,368.38,2019-10-23
475,015870b,2018-11-30,29301.49,429.23,2019-10-23
474,015870b,2018-10-31,28494.33,427.43,2019-10-23
479,015870b,2019-03-31,9272.82,168.82,2019-10-23
497,0161d27,2019-09-30,35516.01,266.7,2019-10-21
496,0161d27,2019-08-31,44167.18,346.98,2019-10-21
495,0161d27,2019-07-31,45954.84,366.63,2019-10-21
494,0161d27,2019-06-30,48751.8,401.88,2019-10-21
493,0161d27,2019-05-31,47865.36,389.43,2019-10-21
492,0161d27,2019-04-30,41721.52,350.8,2019-10-21
490,0161d27,2019-02-28,47244.11,495.67,2019-10-21
489,0161d27,2019-01-31,53344.39,625.0,2019-10-21
488,0161d27,2018-12-31,67300.16,808.35,2019-10-21
487,0161d27,2018-11-30,58215.3,700.84,2019-10-21
486,0161d27,2018-10-31,47245.55,594.74,2019-10-21
491,0161d27,2019-03-31,41817.08,348.05,2019-10-21
507,01673d6,2019-08-31,53692.05,767.47,2019-09-25
506,01673d6,2019-07-31,82266.07,890.87,2019-09-25
505,01673d6,2019-06-30,22180.65,312.54,2019-09-25
504,01673d6,2019-05-31,59983.89,920.25,2019-09-25
503,01673d6,2019-04-30,36318.15,421.05,2019-09-25
502,01673d6,2019-03-31,34956.6,384.93,2019-09-25
500,01673d6,2019-01-31,30580.5,216.09,2019-09-25
499,01673d6,2018-12-31,38673.24,437.91,2019-09-25
498,01673d6,2018-11-30,8569.5,62.45,2019-09-25
501,01673d6,2019-02-28,14820.45,188.56,2019-09-25
514,0173ccb,2019-06-30,9932.89,157.28,2019-10-07
516,0173ccb,2019-08-31,10928.77,170.35,2019-10-07
515,0173ccb,2019-07-31,13214.13,202.44,2019-10-07
517,0173ccb,2019-09-30,11310.87,116.18,2019-10-07
513,0173ccb,2019-05-31,12023.92,186.81,2019-10-07
511,0173ccb,2019-03-31,10597.82,170.99,2019-10-07
510,0173ccb,2019-02-28,13039.47,204.29,2019-10-07
509,0173ccb,2019-01-31,13331.18,214.76,2019-10-07
508,0173ccb,2018-12-31,7922.13,121.28,2019-10-07
512,0173ccb,2019-04-30,12178.7,190.72,2019-10-07
529,01aff61,2019-09-30,27649.07,206.87,2019-10-07
528,01aff61,2019-08-31,28263.12,232.68,2019-10-07
527,01aff61,2019-07-31,35453.66,338.35,2019-10-07
526,01aff61,2019-06-30,36742.61,302.19,2019-10-07
525,01aff61,2019-05-31,42390.82,334.13,2019-10-07
524,01aff61,2019-04-30,32916.51,192.19,2019-10-07
522,01aff61,2019-02-28,20709.83,358.49,2019-10-07
521,01aff61,2019-01-31,29083.62,511.01,2019-10-07
520,01aff61,2018-12-31,44071.29,736.41,2019-10-07
519,01aff61,2018-11-30,27678.2,465.64,2019-10-07
518,01aff61,2018-10-31,24774.94,391.12,2019-10-07
523,01aff61,2019-03-31,30996.48,466.77,2019-10-07
537,01b20df,2019-05-31,4419.6,74.57,2019-10-24
541,01b20df,2019-09-30,10409.55,174.06,2019-10-24
540,01b20df,2019-08-31,17224.26,274.96,2019-10-24
539,01b20df,2019-07-31,18452.7,325.77,2019-10-24
538,01b20df,2019-06-30,6037.8,106.14,2019-10-24
536,01b20df,2019-04-30,17147.7,302.72,2019-10-24
535,01b20df,2019-03-31,15773.1,275.42,2019-10-24
534,01b20df,2019-02-28,17729.73,253.96,2019-10-24
533,01b20df,2019-01-31,28118.4,501.52,2019-10-24
532,01b20df,2018-12-31,12188.7,201.11,2019-10-24
531,01b20df,2018-11-30,19392.3,334.67,2019-10-24
530,01b20df,2018-10-31,16817.1,263.74,2019-10-24
553,01b6b3e,2019-09-30,41616.45,1228.04,2019-10-16
552,01b6b3e,2019-08-31,49625.67,1442.75,2019-10-16
551,01b6b3e,2019-07-31,24908.27,720.54,2019-10-16
550,01b6b3e,2019-06-30,21793.5,665.02,2019-10-16
549,01b6b3e,2019-05-31,56332.5,1556.82,2019-10-16
548,01b6b3e,2019-04-30,34373.7,1023.39,2019-10-16
547,01b6b3e,2019-03-31,29658.3,857.68,2019-10-16
546,01b6b3e,2019-02-28,25710.68,693.93,2019-10-16
545,01b6b3e,2019-01-31,29640.9,882.6,2019-10-16
544,01b6b3e,2018-12-31,17566.17,499.08,2019-10-16
543,01b6b3e,2018-11-30,29297.27,778.56,2019-10-16
542,01b6b3e,2018-10-31,33207.9,991.64,2019-10-16
561,01b8101,2019-09-30,45553.35,76.69,2019-10-07
560,01b8101,2019-08-31,60299.91,72.92,2019-10-07
559,01b8101,2019-07-31,68618.27,63.77,2019-10-07
558,01b8101,2019-06-30,59261.77,51.2,2019-10-07
557,01b8101,2019-05-31,58238.58,68.46,2019-10-07
556,01b8101,2019-04-30,54674.28,60.29,2019-10-07
555,01b8101,2019-03-31,57637.2,73.95,2019-10-07
554,01b8101,2019-02-28,11352.67,13.2,2019-10-07
573,01b9e86,2019-09-30,7480.0,70.28,2019-10-09
572,01b9e86,2019-08-31,20810.08,203.71,2019-10-09
571,01b9e86,2019-07-31,21821.51,212.42,2019-10-09
570,01b9e86,2019-06-30,18412.17,175.16,2019-10-09
569,01b9e86,2019-05-31,21400.01,210.79,2019-10-09
568,01b9e86,2019-04-30,18207.64,181.83,2019-10-09
566,01b9e86,2019-02-28,16823.15,245.06,2019-10-09
565,01b9e86,2019-01-31,14363.18,243.6,2019-10-09
564,01b9e86,2018-12-31,26295.32,450.16,2019-10-09
563,01b9e86,2018-11-30,16334.74,285.51,2019-10-09
562,01b9e86,2018-10-31,15954.76,276.4,2019-10-09
567,01b9e86,2019-03-31,14077.48,144.81,2019-10-09
582,01bbfd5,2019-05-31,27788.41,451.1,2019-09-23
585,01bbfd5,2019-08-31,22393.8,347.25,2019-09-23
584,01bbfd5,2019-07-31,22527.34,360.54,2019-09-23
583,01bbfd5,2019-06-30,30138.18,473.23,2019-09-23
581,01bbfd5,2019-04-30,24260.38,391.67,2019-09-23
580,01bbfd5,2019-03-31,29630.46,461.38,2019-09-23
578,01bbfd5,2019-01-31,21060.96,327.54,2019-09-23
577,01bbfd5,2018-12-31,38291.32,604.23,2019-09-23
576,01bbfd5,2018-11-30,23123.3,373.11,2019-09-23
575,01bbfd5,2018-10-31,26716.83,446.84,2019-09-23
574,01bbfd5,2018-09-30,24922.5,375.14,2019-09-23
579,01bbfd5,2019-02-28,21100.54,333.31,2019-09-23
591,01c3da5,2019-03-31,4911.15,60.12,2019-09-19
596,01c3da5,2019-08-31,4029.84,38.34,2019-09-19
595,01c3da5,2019-07-31,3288.57,38.25,2019-09-19
594,01c3da5,2019-06-30,2720.49,29.76,2019-09-19
593,01c3da5,2019-05-31,3660.09,41.75,2019-09-19
592,01c3da5,2019-04-30,2658.7,29.78,2019-09-19
589,01c3da5,2019-01-31,3170.28,38.45,2019-09-19
588,01c3da5,2018-12-31,5030.77,58.45,2019-09-19
587,01c3da5,2018-11-30,4819.8,55.77,2019-09-19
586,01c3da5,2018-10-31,1123.17,10.18,2019-09-19
590,01c3da5,2019-02-28,4069.25,50.23,2019-09-19
605,01ce685,2019-05-31,15915.41,211.64,2019-09-03
606,01ce685,2019-06-30,11543.89,150.92,2019-09-03
604,01ce685,2019-04-30,11944.76,165.14,2019-09-03
608,01ce685,2019-08-31,14312.38,119.12,2019-09-03
607,01ce685,2019-07-31,9352.35,135.99,2019-09-03
603,01ce685,2019-03-31,5600.25,62.56,2019-09-03
597,01ce685,2018-09-30,2273.22,31.45,2019-09-03
601,01ce685,2019-01-31,19539.8,277.63,2019-09-03
600,01ce685,2018-12-31,77019.22,837.32,2019-09-03
599,01ce685,2018-11-30,9728.6,140.26,2019-09-03
598,01ce685,2018-10-31,3060.96,48.77,2019-09-03
602,01ce685,2019-02-28,27805.67,352.02,2019-09-03
619,01e33de,2019-09-30,5259.15,88.3,2019-10-16
618,01e33de,2019-08-31,8047.5,138.95,2019-10-16
617,01e33de,2019-07-31,6781.65,124.91,2019-10-16
616,01e33de,2019-06-30,9918.0,177.06,2019-10-16
615,01e33de,2019-05-31,13147.15,264.46,2019-10-16
614,01e33de,2019-04-30,4458.75,81.4,2019-10-16
613,01e33de,2019-03-31,3849.75,57.74,2019-10-16
612,01e33de,2019-02-28,5471.43,100.25,2019-10-16
611,01e33de,2019-01-31,3575.7,63.76,2019-10-16
610,01e33de,2018-12-31,26809.92,477.8,2019-10-16
609,01e33de,2018-11-30,3058.92,53.21,2019-10-16
631,01e4376,2019-09-30,91577.78,646.48,2019-10-16
630,01e4376,2019-08-31,98883.21,759.93,2019-10-16
629,01e4376,2019-07-31,89913.66,651.1,2019-10-16
628,01e4376,2019-06-30,85814.54,628.08,2019-10-16
627,01e4376,2019-05-31,88255.62,646.79,2019-10-16
626,01e4376,2019-04-30,93218.88,752.1,2019-10-16
624,01e4376,2019-02-28,73180.55,512.27,2019-10-16
623,01e4376,2019-01-31,70411.12,466.94,2019-10-16
622,01e4376,2018-12-31,135842.2,1028.17,2019-10-16
621,01e4376,2018-11-30,86988.08,643.64,2019-10-16
620,01e4376,2018-10-31,97716.99,818.44,2019-10-16
625,01e4376,2019-03-31,89248.01,631.81,2019-10-16
637,01ef9c7,2019-03-31,11920.74,346.5,2019-09-23
642,01ef9c7,2019-08-31,9081.93,122.69,2019-09-23
641,01ef9c7,2019-07-31,13442.37,290.29,2019-09-23
640,01ef9c7,2019-06-30,10468.09,205.45,2019-09-23
639,01ef9c7,2019-05-31,7651.65,219.41,2019-09-23
638,01ef9c7,2019-04-30,12474.93,378.59,2019-09-23
635,01ef9c7,2019-01-31,11178.63,291.93,2019-09-23
634,01ef9c7,2018-12-31,12064.29,318.71,2019-09-23
633,01ef9c7,2018-11-30,9837.96,304.14,2019-09-23
632,01ef9c7,2018-10-31,9248.8,266.71,2019-09-23
636,01ef9c7,2019-02-28,13703.37,374.94,2019-09-23
651,01f5448,2019-06-30,16943.25,241.52,2019-10-01
652,01f5448,2019-07-31,14039.19,199.92,2019-10-01
650,01f5448,2019-05-31,15414.66,215.91,2019-10-01
654,01f5448,2019-09-30,11188.2,158.73,2019-10-01
653,01f5448,2019-08-31,15973.2,216.8,2019-10-01
649,01f5448,2019-04-30,15508.62,223.22,2019-10-01
643,01f5448,2018-10-31,17884.59,249.18,2019-10-01
647,01f5448,2019-02-28,15119.73,218.58,2019-10-01
646,01f5448,2019-01-31,15851.4,234.51,2019-10-01
645,01f5448,2018-12-31,24808.92,355.46,2019-10-01
644,01f5448,2018-11-30,16820.58,254.31,2019-10-01
648,01f5448,2019-03-31,17762.79,255.69,2019-10-01
665,01f704f,2019-07-31,15890.38,138.0,2019-09-26
664,01f704f,2019-06-30,18057.55,149.54,2019-09-26
663,01f704f,2019-05-31,6430.17,56.03,2019-09-26
662,01f704f,2019-04-30,4912.0,50.56,2019-09-26
661,01f704f,2019-03-31,2895.36,27.4,2019-09-26
666,01f704f,2019-08-31,16176.39,141.84,2019-09-26
659,01f704f,2019-01-31,513.04,3.57,2019-09-26
658,01f704f,2018-12-31,12972.92,144.04,2019-09-26
657,01f704f,2018-11-30,18310.38,201.49,2019-09-26
656,01f704f,2018-10-31,20002.65,211.93,2019-09-26
655,01f704f,2018-09-30,17628.24,149.29,2019-09-26
660,01f704f,2019-02-28,1333.84,17.49,2019-09-26
678,0201d39,2019-09-30,12230.16,259.64,2019-10-25
677,0201d39,2019-08-31,10793.22,229.45,2019-10-25
676,0201d39,2019-07-31,10980.42,234.53,2019-10-25
675,0201d39,2019-06-30,9857.62,206.93,2019-10-25
674,0201d39,2019-05-31,8836.07,188.16,2019-10-25
673,0201d39,2019-04-30,10273.31,212.83,2019-10-25
671,0201d39,2019-02-28,8043.85,153.66,2019-10-25
670,0201d39,2019-01-31,5725.12,104.92,2019-10-25
669,0201d39,2018-12-31,4485.11,82.88,2019-10-25
668,0201d39,2018-11-30,3886.55,73.05,2019-10-25
667,0201d39,2018-10-31,3749.53,74.06,2019-10-25
672,0201d39,2019-03-31,13442.46,287.87,2019-10-25
684,020c8da,2019-07-31,19927.35,252.4,2019-10-07
686,020c8da,2019-09-30,26187.0,323.45,2019-10-07
685,020c8da,2019-08-31,14724.75,158.69,2019-10-07
683,020c8da,2019-06-30,19375.07,222.36,2019-10-07
682,020c8da,2019-05-31,6716.66,79.1,2019-10-07
681,020c8da,2019-04-30,8034.45,104.42,2019-10-07
680,020c8da,2019-03-31,18713.7,234.68,2019-10-07
679,020c8da,2019-02-28,848.25,9.61,2019-10-07
687,0211bd4,2019-02-28,28416.16,225.06,2019-10-21
688,0211bd4,2019-03-31,39064.75,288.6,2019-10-21
689,0211bd4,2019-04-30,39077.87,290.34,2019-10-21
690,0211bd4,2019-05-31,46878.86,347.48,2019-10-21
691,0211bd4,2019-06-30,35635.37,273.39,2019-10-21
692,0211bd4,2019-07-31,35741.97,258.81,2019-10-21
693,0211bd4,2019-08-31,29801.68,208.72,2019-10-21
694,0211bd4,2019-09-30,36850.61,276.46,2019-10-21
703,021842e,2019-09-30,39411.84,278.57,2019-10-07
701,021842e,2019-07-31,54200.05,362.5,2019-10-07
700,021842e,2019-06-30,52401.05,344.07,2019-10-07
699,021842e,2019-05-31,34884.59,216.17,2019-10-07
702,021842e,2019-08-31,38511.94,275.05,2019-10-07
697,021842e,2019-03-31,37619.13,243.78,2019-10-07
696,021842e,2019-02-28,22494.08,147.77,2019-10-07
695,021842e,2018-12-31,30.45,0.01,2019-10-07
698,021842e,2019-04-30,35897.62,219.09,2019-10-07
715,02255b7,2019-09-30,6475.83,118.99,2019-10-07
714,02255b7,2019-08-31,2918.07,52.52,2019-10-07
713,02255b7,2019-07-31,10792.44,183.53,2019-10-07
712,02255b7,2019-06-30,9069.62,162.27,2019-10-07
711,02255b7,2019-05-31,7275.72,131.52,2019-10-07
710,02255b7,2019-04-30,6242.16,116.14,2019-10-07
708,02255b7,2019-02-28,11849.47,214.55,2019-10-07
707,02255b7,2019-01-31,16511.65,290.34,2019-10-07
706,02255b7,2018-12-31,26357.99,476.97,2019-10-07
705,02255b7,2018-11-30,7421.04,133.72,2019-10-07
704,02255b7,2018-10-31,11957.28,223.85,2019-10-07
709,02255b7,2019-03-31,6631.65,118.25,2019-10-07
724,023b059,2019-05-31,30084.64,427.1,2019-09-06
727,023b059,2019-08-31,40868.37,594.16,2019-09-06
726,023b059,2019-07-31,33520.85,473.06,2019-09-06
725,023b059,2019-06-30,47698.53,669.68,2019-09-06
722,023b059,2019-03-31,33709.85,487.12,2019-09-06
723,023b059,2019-04-30,30507.12,459.98,2019-09-06
720,023b059,2019-01-31,26416.33,369.92,2019-09-06
721,023b059,2019-02-28,16827.57,224.44,2019-09-06
719,023b059,2018-12-31,26225.67,393.15,2019-09-06
718,023b059,2018-11-30,30023.12,481.65,2019-09-06
717,023b059,2018-10-31,36422.29,573.8,2019-09-06
716,023b059,2018-09-30,27507.49,406.64,2019-09-06
739,023c3dc,2019-09-30,12002.52,190.01,2019-10-10
738,023c3dc,2019-08-31,10361.53,163.22,2019-10-10
737,023c3dc,2019-07-31,11269.11,188.61,2019-10-10
736,023c3dc,2019-06-30,9893.64,160.54,2019-10-10
735,023c3dc,2019-05-31,10938.77,180.0,2019-10-10
734,023c3dc,2019-04-30,10445.22,170.12,2019-10-10
733,023c3dc,2019-03-31,9355.37,152.31,2019-10-10
732,023c3dc,2019-02-28,9048.0,143.88,2019-10-10
731,023c3dc,2019-01-31,8730.88,143.4,2019-10-10
730,023c3dc,2018-12-31,15562.65,256.49,2019-10-10
729,023c3dc,2018-11-30,11313.48,194.31,2019-10-10
728,023c3dc,2018-10-31,9977.42,171.02,2019-10-10
748,023cdfc,2019-07-31,83085.42,293.34,2019-09-25
747,023cdfc,2019-06-30,24242.12,92.08,2019-09-25
749,023cdfc,2019-08-31,79441.51,265.85,2019-09-25
746,023cdfc,2019-05-31,1928.79,6.69,2019-09-25
745,023cdfc,2019-04-30,47649.53,158.35,2019-09-25
742,023cdfc,2019-01-31,12337.15,134.38,2019-09-25
743,023cdfc,2019-02-28,24481.77,95.76,2019-09-25
741,023cdfc,2018-12-31,39632.08,432.89,2019-09-25
740,023cdfc,2018-11-30,17253.3,194.46,2019-09-25
744,023cdfc,2019-03-31,67154.06,238.37,2019-09-25
757,0248d04,2019-09-30,8389.45,104.7,2019-10-07
756,0248d04,2019-08-31,9270.81,104.03,2019-10-07
755,0248d04,2019-07-31,11445.42,131.83,2019-10-07
754,0248d04,2019-06-30,7048.7,80.47,2019-10-07
752,0248d04,2019-04-30,100.92,1.04,2019-10-07
751,0248d04,2019-03-31,6650.24,77.53,2019-10-07
750,0248d04,2019-02-28,1431.58,16.09,2019-10-07
753,0248d04,2019-05-31,3970.98,45.47,2019-10-07
765,0249ce2,2019-05-31,53587.75,679.74,2019-10-25
769,0249ce2,2019-09-30,45283.69,571.08,2019-10-25
768,0249ce2,2019-08-31,47153.74,601.9,2019-10-25
767,0249ce2,2019-07-31,52997.49,652.83,2019-10-25
764,0249ce2,2019-04-30,45785.45,596.8,2019-10-25
766,0249ce2,2019-06-30,44748.88,573.05,2019-10-25
762,0249ce2,2019-02-28,46384.66,573.68,2019-10-25
761,0249ce2,2019-01-31,55244.65,704.79,2019-10-25
763,0249ce2,2019-03-31,48013.3,613.23,2019-10-25
760,0249ce2,2018-12-31,51149.68,651.73,2019-10-25
759,0249ce2,2018-11-30,49250.4,664.58,2019-10-25
758,0249ce2,2018-10-31,11865.84,153.12,2019-10-25
780,0254dee,2019-09-30,7352.57,98.06,2019-10-28
779,0254dee,2019-08-31,7253.39,74.56,2019-10-28
778,0254dee,2019-07-31,6508.04,87.67,2019-10-28
777,0254dee,2019-06-30,6123.23,95.95,2019-10-28
776,0254dee,2019-05-31,7586.01,112.29,2019-10-28
775,0254dee,2019-04-30,9506.37,142.28,2019-10-28
774,0254dee,2019-03-31,7663.6,120.68,2019-10-28
773,0254dee,2019-02-28,5248.93,83.46,2019-10-28
772,0254dee,2019-01-31,5448.02,84.06,2019-10-28
771,0254dee,2018-12-31,7131.27,108.57,2019-10-28
770,0254dee,2018-11-30,920.9,14.28,2019-10-28
792,0261c08,2019-08-31,38173.86,553.86,2019-09-25
791,0261c08,2019-07-31,37137.51,559.63,2019-09-25
790,0261c08,2019-06-30,28069.24,413.85,2019-09-25
789,0261c08,2019-05-31,37644.38,588.34,2019-09-25
788,0261c08,2019-04-30,31123.29,522.59,2019-09-25
787,0261c08,2019-03-31,34530.3,537.52,2019-09-25
786,0261c08,2019-02-28,30857.07,520.52,2019-09-25
785,0261c08,2019-01-31,38766.32,623.49,2019-09-25
784,0261c08,2018-12-31,33746.26,569.51,2019-09-25
783,0261c08,2018-11-30,40486.93,653.12,2019-09-25
782,0261c08,2018-10-31,31398.04,504.19,2019-09-25
781,0261c08,2018-09-30,17739.55,281.4,2019-09-25
802,026577c,2019-08-31,6137.85,85.52,2019-09-13
801,026577c,2019-07-31,5475.78,53.9,2019-09-13
800,026577c,2019-06-30,5075.58,59.24,2019-09-13
799,026577c,2019-05-31,8671.29,95.8,2019-09-13
798,026577c,2019-04-30,4898.97,55.42,2019-09-13
796,026577c,2019-02-28,7719.51,93.72,2019-09-13
795,026577c,2019-01-31,5843.88,62.04,2019-09-13
794,026577c,2018-12-31,3306.0,48.14,2019-09-13
793,026577c,2018-11-30,1619.07,21.34,2019-09-13
797,026577c,2019-03-31,11840.92,146.6,2019-09-13
810,026594c,2019-04-30,12748.79,203.61,2019-09-04
813,026594c,2019-07-31,19943.07,315.15,2019-09-04
812,026594c,2019-06-30,17443.21,275.1,2019-09-04
811,026594c,2019-05-31,12847.52,211.27,2019-09-04
814,026594c,2019-08-31,16945.96,192.12,2019-09-04
809,026594c,2019-03-31,10314.6,157.42,2019-09-04
806,026594c,2018-12-31,19838.6,300.1,2019-09-04
807,026594c,2019-01-31,11540.04,189.59,2019-09-04
805,026594c,2018-11-30,13448.23,217.28,2019-09-04
804,026594c,2018-10-31,11122.7,180.33,2019-09-04
803,026594c,2018-09-30,12120.04,161.33,2019-09-04
808,026594c,2019-02-28,14633.61,230.17,2019-09-04
821,026c1b3,2019-09-30,14672.33,181.68,2019-10-25
820,026c1b3,2019-08-31,17041.82,208.1,2019-10-25
819,026c1b3,2019-07-31,14847.42,188.74,2019-10-25
818,026c1b3,2019-06-30,12976.48,166.41,2019-10-25
816,026c1b3,2019-04-30,10322.98,116.74,2019-10-25
815,026c1b3,2019-03-31,3824.08,41.71,2019-10-25
817,026c1b3,2019-05-31,9496.88,101.93,2019-10-25
833,028563e,2019-08-31,31005.8,436.17,2019-09-04
832,028563e,2019-07-31,29495.02,413.32,2019-09-04
831,028563e,2019-06-30,36499.32,517.68,2019-09-04
830,028563e,2019-05-31,44879.22,664.72,2019-09-04
828,028563e,2019-03-31,40341.06,603.17,2019-09-04
829,028563e,2019-04-30,33732.55,495.57,2019-09-04
826,028563e,2019-01-31,53121.66,779.58,2019-09-04
825,028563e,2018-12-31,66284.22,997.53,2019-09-04
824,028563e,2018-11-30,56565.95,844.67,2019-09-04
823,028563e,2018-10-31,47637.84,701.15,2019-09-04
822,028563e,2018-09-30,52528.43,757.67,2019-09-04
827,028563e,2019-02-28,41617.39,617.18,2019-09-04
845,028c264,2019-09-30,6490.2,74.44,2019-10-16
844,028c264,2019-08-31,9190.09,97.01,2019-10-16
843,028c264,2019-07-31,6168.3,66.71,2019-10-16
842,028c264,2019-06-30,2952.34,30.35,2019-10-16
841,028c264,2019-05-31,4271.7,35.9,2019-10-16
840,028c264,2019-04-30,8913.15,100.22,2019-10-16
838,028c264,2019-02-28,5141.7,53.26,2019-10-16
837,028c264,2019-01-31,4497.9,50.74,2019-10-16
836,028c264,2018-12-31,1091.85,10.88,2019-10-16
835,028c264,2018-11-30,2946.69,31.46,2019-10-16
834,028c264,2018-10-31,2009.7,24.19,2019-10-16
839,028c264,2019-03-31,3179.85,36.36,2019-10-16
853,0290f95,2019-06-30,6442.77,94.89,2019-09-16
855,0290f95,2019-08-31,10213.71,141.26,2019-09-16
854,0290f95,2019-07-31,11364.34,165.12,2019-09-16
852,0290f95,2019-05-31,8409.66,121.81,2019-09-16
851,0290f95,2019-04-30,5580.71,69.2,2019-09-16
850,0290f95,2019-03-31,6855.0,93.31,2019-09-16
849,0290f95,2019-02-28,7900.34,100.59,2019-09-16
848,0290f95,2019-01-31,7750.92,97.94,2019-09-16
847,0290f95,2018-12-31,15321.14,200.38,2019-09-16
846,0290f95,2018-11-30,5012.95,80.47,2019-09-16
867,02a47bb,2019-08-31,28446.39,352.42,2019-09-23
866,02a47bb,2019-07-31,34438.95,314.92,2019-09-23
865,02a47bb,2019-06-30,35169.75,392.09,2019-09-23
864,02a47bb,2019-05-31,13380.6,158.7,2019-09-23
863,02a47bb,2019-04-30,29784.45,401.29,2019-09-23
862,02a47bb,2019-03-31,28449.0,319.3,2019-09-23
860,02a47bb,2019-01-31,29562.6,318.55,2019-09-23
859,02a47bb,2018-12-31,16356.0,191.21,2019-09-23
858,02a47bb,2018-11-30,38114.72,629.92,2019-09-23
857,02a47bb,2018-10-31,22533.0,365.52,2019-09-23
856,02a47bb,2018-09-30,19120.86,301.49,2019-09-23
861,02a47bb,2019-02-28,19357.5,248.31,2019-09-23
875,02adb3f,2019-05-31,337937.99,2310.59,2019-10-07
879,02adb3f,2019-09-30,497619.48,2934.3,2019-10-07
878,02adb3f,2019-08-31,608525.29,3437.03,2019-10-07
877,02adb3f,2019-07-31,582206.01,3333.99,2019-10-07
876,02adb3f,2019-06-30,512265.96,2904.09,2019-10-07
874,02adb3f,2019-04-30,269412.74,1809.53,2019-10-07
872,02adb3f,2019-02-28,112105.38,754.35,2019-10-07
871,02adb3f,2019-01-31,123527.36,875.75,2019-10-07
870,02adb3f,2018-12-31,77062.07,765.12,2019-10-07
869,02adb3f,2018-11-30,59094.38,593.39,2019-10-07
868,02adb3f,2018-10-31,82872.38,844.53,2019-10-07
873,02adb3f,2019-03-31,277058.1,1869.41,2019-10-07
884,02ae998,2019-02-28,5128.65,86.54,2019-10-25
889,02ae998,2019-07-31,8895.75,102.74,2019-10-25
888,02ae998,2019-06-30,11598.84,129.35,2019-10-25
887,02ae998,2019-05-31,5397.48,82.85,2019-10-25
886,02ae998,2019-04-30,5273.94,89.53,2019-10-25
883,02ae998,2019-01-31,9891.46,165.52,2019-10-25
890,02ae998,2019-08-31,8109.7,91.54,2019-10-25
882,02ae998,2018-12-31,6609.82,111.59,2019-10-25
881,02ae998,2018-11-30,4667.55,82.18,2019-10-25
880,02ae998,2018-10-31,5844.66,104.91,2019-10-25
885,02ae998,2019-03-31,6059.55,106.49,2019-10-25
891,02ae998,2019-09-30,7542.73,81.39,2019-10-25
896,02b457c,2019-08-31,11417.88,101.35,2019-10-30
897,02b457c,2019-09-30,10329.49,81.58,2019-10-30
895,02b457c,2019-07-31,12217.84,92.02,2019-10-30
894,02b457c,2019-06-30,10758.42,91.7,2019-10-30
893,02b457c,2019-05-31,10137.24,88.47,2019-10-30
892,02b457c,2019-04-30,12959.52,118.47,2019-10-30
898,02b5885,2018-10-31,4176.87,86.62,2019-10-21
909,02b5885,2019-09-30,2658.72,54.24,2019-10-21
908,02b5885,2019-08-31,5011.2,100.9,2019-10-21
907,02b5885,2019-07-31,5668.05,113.57,2019-10-21
905,02b5885,2019-05-31,3464.34,73.64,2019-10-21
904,02b5885,2019-04-30,3523.5,75.29,2019-10-21
906,02b5885,2019-06-30,4716.39,98.25,2019-10-21
902,02b5885,2019-02-28,5311.35,112.63,2019-10-21
901,02b5885,2019-01-31,2608.26,52.66,2019-10-21
900,02b5885,2018-12-31,1840.92,38.78,2019-10-21
899,02b5885,2018-11-30,4027.23,77.94,2019-10-21
903,02b5885,2019-03-31,208.8,3.42,2019-10-21
917,02cad2e,2019-05-31,7673.4,145.57,2019-10-08
921,02cad2e,2019-09-30,12786.41,229.03,2019-10-08
920,02cad2e,2019-08-31,16465.25,289.59,2019-10-08
919,02cad2e,2019-07-31,10724.21,182.08,2019-10-08
918,02cad2e,2019-06-30,5036.86,78.26,2019-10-08
916,02cad2e,2019-04-30,5562.78,98.38,2019-10-08
915,02cad2e,2019-03-31,8747.41,151.84,2019-10-08
914,02cad2e,2019-02-28,4257.82,78.46,2019-10-08
913,02cad2e,2019-01-31,6482.5,114.77,2019-10-08
