,client_id,data_de_desembolso_,limite_,juros_am_,retencao_,default_60d,default_mar
766,0eb1fbf,2019-09-02,24600.0,2.89,21.2,0,0
767,0eb24c2,2019-09-10,10300.0,4.99,17.5,1,0
768,0ebc22a,2019-09-10,31100.0,2.89,33.4,0,0
770,0ec31c4,2019-10-28,3300.0,6.39,12.1,0,0
771,0ec6891,2019-10-31,20000.0,4.99,31.9,0,0
773,0ed3b78,2019-09-25,37300.0,2.89,22.9,1,1
774,0ee711f,2019-09-26,6500.0,4.99,16.7,1,0
775,0ee7619,2019-10-07,11500.0,6.39,15.3,0,1
778,0ef52e2,2019-09-26,20700.0,2.89,17.1,0,0
779,0efda68,2019-10-28,10400.0,6.39,24.9,0,0
780,0effdfe,2019-10-01,11300.0,4.99,23.2,0,0
781,0f02d1f,2019-09-25,13800.0,3.59,13.6,0,0
784,0f1798d,2019-10-07,16500.0,4.99,22.2,0,0
785,0f23c04,2019-10-08,31700.0,3.59,20.1,0,0
786,0f2521a,2019-09-30,6200.0,6.39,7.6,0,0
787,0f304cd,2019-09-23,12500.0,4.99,20.2,0,0
790,0f40d9a,2019-10-16,29200.0,3.59,17.1,0,1
791,0f411d1,2019-10-15,5700.0,4.99,6.3,0,0
792,0f42df1,2019-09-20,8300.0,4.99,18.5,1,0
795,0f50e88,2019-10-15,6900.0,4.29,12.5,1,1
796,0f5be1e,2019-10-28,5200.0,6.39,17.9,0,0
797,0f60886,2019-10-23,4800.0,6.39,19.8,0,0
798,0f6755d,2019-09-05,15200.0,4.29,22.6,0,0
799,0f6b003,2019-10-08,4100.0,6.39,11.8,1,1
802,0f888f4,2019-10-30,13800.0,1.89,5.2,0,0
804,0fa84b7,2019-09-25,16500.0,4.29,22.3,1,0
807,0fb8f0c,2019-10-07,27900.0,3.59,15.2,0,1
808,0fb925f,2019-09-20,29200.0,2.89,24.1,0,0
809,0fbf51c,2019-09-09,8400.0,4.99,24.2,0,0
810,0fc43eb,2019-10-16,2000.0,5.69,19.7,0,0
811,0fc96e8,2019-10-11,32300.0,2.89,17.6,0,0
814,0fd5750,2019-10-31,13800.0,4.99,27.1,0,0
816,0fd6bcf,2019-10-31,5500.0,3.59,3.5,0,0
817,0fe5c15,2019-10-09,22100.0,3.59,10.9,0,0
818,0fe9f5a,2019-10-07,4700.0,6.39,13.6,0,1
819,0ff1059,2019-09-26,6900.0,2.89,3.3,0,0
820,0ff32d1,2019-09-26,15100.0,4.99,18.1,0,0
821,0ff60e2,2019-10-31,5800.0,6.39,21.4,0,0
822,0ff9501,2019-10-24,500.0,6.39,13.5,0,0
823,0ff9dc5,2019-09-26,69000.0,1.89,3.6,0,0
824,0ffd328,2019-10-09,20700.0,2.19,20.9,0,0
826,1001a87,2019-10-31,1100.0,6.39,18.6,0,0
827,100c6fc,2019-10-17,4900.0,5.69,17.8,0,0
828,100ecd6,2019-10-30,3800.0,6.39,15.8,0,0
829,101020c,2019-10-15,40600.0,2.89,21.6,0,0
830,1010bce,2019-10-08,44000.0,2.89,19.3,0,0
831,1012f4a,2019-10-08,9700.0,6.39,13.5,1,1
832,101a08d,2019-10-15,4100.0,6.39,17.3,0,0
833,101a326,2019-09-20,16600.0,3.59,21.9,0,0
834,101bb1f,2019-09-20,13900.0,4.99,29.4,0,0
835,101dfd6,2019-09-23,5000.0,6.39,17.7,0,0
836,102e879,2019-10-21,3400.0,5.69,19.1,0,0
837,1035db4,2019-09-30,6900.0,6.39,19.6,0,0
838,103b314,2019-10-30,1400.0,5.69,16.0,1,1
840,103fa58,2019-10-28,4100.0,6.39,18.9,0,0
841,10446bf,2019-10-09,10400.0,4.99,13.4,0,0
842,1048f85,2019-10-28,20700.0,3.59,21.8,0,0
846,1057ae4,2019-10-25,8300.0,5.69,17.2,0,0
847,1058371,2019-10-28,2600.0,6.39,27.1,0,1
849,105bd53,2019-09-30,9100.0,4.99,27.7,1,1
850,105d3de,2019-09-12,15200.0,4.29,26.0,0,0
852,1063318,2019-10-30,27600.0,2.89,13.6,0,0
853,1064387,2019-10-21,3900.0,6.39,13.2,0,0
854,1069050,2019-10-07,6900.0,4.99,20.6,0,0
855,106b2d6,2019-09-17,15200.0,3.59,18.1,0,0
856,107905d,2019-10-15,7300.0,5.69,18.0,0,0
859,108de94,2019-10-07,18100.0,3.59,17.8,0,0
860,1092230,2019-10-30,11700.0,6.39,22.5,0,0
861,1094258,2019-09-06,59300.0,1.89,19.5,0,0
862,109688a,2019-10-31,14700.0,4.29,18.2,0,0
865,10a9ec3,2019-10-08,6900.0,6.39,15.2,0,0
867,10add7a,2019-10-07,29700.0,3.59,14.2,1,0
868,10b4236,2019-10-31,4600.0,6.39,23.7,0,0
869,10be75d,2019-09-20,4600.0,6.39,5.4,0,0
870,10c0c50,2019-10-28,2800.0,6.39,29.7,0,0
871,10c69bf,2019-10-31,28900.0,3.59,14.5,0,0
872,10c7985,2019-10-21,3900.0,6.39,17.4,1,1
873,10cc9e2,2019-10-31,5200.0,6.39,13.8,0,0
874,10ce5cb,2019-10-16,6000.0,6.39,17.4,0,0
875,10d0a62,2019-09-20,3200.0,6.39,16.3,0,0
877,10d4e10,2019-10-02,69000.0,1.89,8.0,0,0
878,10dbb4b,2019-10-07,50900.0,3.59,13.5,0,0
879,10de8d0,2019-10-07,54500.0,1.89,20.3,0,0
881,10e034c,2019-09-03,5000.0,6.39,22.7,1,1
882,10e1b84,2019-09-30,9600.0,4.99,22.8,0,0
883,10e50f3,2019-10-28,13800.0,4.99,22.5,0,0
885,10e7f68,2019-10-28,6200.0,6.39,21.1,0,0
888,10f01d4,2019-10-09,6900.0,6.39,10.9,0,0
889,10f351b,2019-10-08,16500.0,6.39,13.9,0,0
890,10ffc23,2019-09-20,55200.0,1.89,14.1,0,0
894,11232af,2019-09-30,5100.0,6.39,26.1,0,0
897,1131116,2019-10-28,900.0,6.39,20.5,0,0
898,1135bf5,2019-10-31,3400.0,6.39,10.0,0,0
899,1136eb7,2019-09-25,20700.0,3.59,21.5,0,1
903,114be67,2019-10-01,2400.0,6.39,27.7,0,0
905,1153aff,2019-09-25,8300.0,4.99,18.4,0,0
907,115777d,2019-09-25,10500.0,4.99,21.3,0,0
908,11583ef,2019-10-16,11300.0,5.69,20.5,0,0
909,11600b7,2019-10-07,3500.0,6.39,27.8,0,0
910,11634dc,2019-10-01,4100.0,6.39,12.8,0,0
911,116926c,2019-10-28,17100.0,4.99,23.8,0,0
912,1174426,2019-10-21,22100.0,3.59,21.7,0,0
914,117ab5c,2019-09-25,16600.0,3.59,24.9,0,0
915,117b5fb,2019-10-16,1400.0,5.69,7.6,0,0
916,1181184,2019-09-25,40000.0,2.89,22.7,0,0
918,11836db,2019-10-28,48300.0,3.59,20.2,0,0
920,118d6b0,2019-09-05,69000.0,1.89,16.3,1,1
922,1199218,2019-09-20,3000.0,6.39,28.9,0,0
923,119d277,2019-10-24,16000.0,4.29,12.3,0,0
925,11a8380,2019-10-11,9700.0,4.99,33.3,0,1
926,11ac6a9,2019-10-15,30700.0,2.89,20.2,0,0
929,11d8254,2019-10-28,1200.0,6.39,21.6,0,0
932,11e5de1,2019-10-21,13300.0,6.39,12.4,1,1
933,11ea9c8,2019-10-10,10400.0,4.99,16.1,0,0
934,11ef274,2019-10-08,6100.0,4.99,16.0,0,0
935,11effd9,2019-10-07,8300.0,6.39,14.1,0,0
937,11f504e,2019-10-28,69000.0,1.89,13.4,0,0
938,11f5628,2019-09-25,22400.0,2.89,13.6,0,0
939,11f6154,2019-10-31,2600.0,6.39,17.9,0,0
941,11fe0af,2019-10-11,2100.0,6.39,24.7,0,0
942,11ff860,2019-09-25,12800.0,4.99,28.7,0,0
943,1200c62,2019-10-08,10400.0,4.99,20.7,0,0
945,1202cfe,2019-10-08,17200.0,4.29,12.4,0,0
948,12112d2,2019-10-07,13300.0,6.39,13.3,0,0
950,121b3bd,2019-09-26,34300.0,2.89,21.1,0,0
951,12231c1,2019-09-23,8000.0,4.99,11.6,0,0
954,1234c70,2019-09-18,69000.0,1.89,17.1,1,0
956,12412a9,2019-09-23,2200.0,6.39,27.3,0,1
957,1242432,2019-10-21,4100.0,6.39,23.4,0,1
958,1243428,2019-10-24,4700.0,6.39,22.3,0,1
961,1259053,2019-09-25,4800.0,6.39,19.3,0,0
963,1261223,2019-10-08,14500.0,4.99,24.1,0,0
966,1269548,2019-09-30,17800.0,3.59,20.8,0,0
968,126a49c,2019-09-11,12400.0,2.89,8.6,0,0
970,126f371,2019-09-25,24800.0,2.89,16.7,0,0
971,12711c3,2019-09-25,48300.0,2.89,20.0,0,0
973,128303c,2019-10-16,9700.0,4.99,15.4,0,0
975,12851cd,2019-09-03,13800.0,4.29,27.1,0,0
976,1292ea7,2019-09-26,38100.0,2.89,21.3,0,0
977,1295c74,2019-09-05,4100.0,6.39,28.5,1,0
978,129f4e3,2019-09-26,28800.0,2.89,21.1,0,0
979,12ac771,2019-10-31,6500.0,6.39,15.6,0,0
981,12ae19a,2019-10-31,16600.0,4.99,34.3,1,1
982,12ae2da,2019-09-11,25300.0,2.89,22.7,0,0
984,12b2630,2019-10-21,3100.0,6.39,16.1,0,0
985,12b8405,2019-09-25,24800.0,2.89,19.3,0,0
986,12b8bf7,2019-10-07,55200.0,2.49,9.4,0,0
987,12c54dc,2019-10-23,4800.0,6.39,22.5,0,1
988,12c7b0b,2019-09-10,46800.0,2.89,20.0,1,1
991,12ce31f,2019-10-31,4800.0,6.39,30.9,1,1
994,13038f6,2019-10-01,12100.0,4.99,16.4,0,0
996,130a494,2019-09-16,27100.0,2.89,15.5,0,0
998,131c6e5,2019-09-30,43600.0,2.89,23.4,1,0
1000,13313f8,2019-10-08,1800.0,6.39,16.0,0,0
1003,1342ea3,2019-09-05,56000.0,1.89,23.2,0,0
1005,13460a4,2019-10-28,1400.0,6.39,9.8,0,1
1008,134fb8c,2019-10-31,2500.0,6.39,12.7,0,0
1010,135a25a,2019-10-11,9500.0,4.99,16.4,0,1
1013,1367bb1,2019-10-01,15900.0,4.99,21.8,1,0
1016,136d171,2019-09-23,69000.0,1.89,26.6,0,0
1017,1374f23,2019-09-30,9000.0,6.39,16.4,0,0
1019,137d722,2019-09-25,27600.0,2.89,25.8,0,0
1020,1381156,2019-10-07,4500.0,6.39,19.0,0,0
1021,1387685,2019-10-11,24000.0,3.59,15.1,0,0
1023,138d008,2019-09-02,13000.0,4.29,23.5,0,0
1026,1391be4,2019-10-31,5200.0,6.39,18.8,0,0
1030,13a9e21,2019-10-28,2200.0,6.39,20.3,0,0
1031,13ade4b,2019-09-26,66200.0,1.89,17.9,0,0
1032,13ae086,2019-09-25,17300.0,3.59,27.8,0,0
1033,13b21ab,2019-10-17,42100.0,3.59,12.9,0,0
1037,13c8b67,2019-10-16,20200.0,4.29,31.9,1,1
1038,13d2348,2019-10-30,52300.0,2.89,21.4,0,0
1041,13e005b,2019-09-23,42900.0,2.89,23.9,0,0
1042,13e0bd6,2019-10-28,3700.0,6.39,18.1,0,0
1045,13f13be,2019-10-21,32800.0,2.89,25.0,0,0
1050,140f320,2019-10-11,30900.0,2.89,18.3,0,0
1051,140fc48,2019-10-30,34500.0,2.89,16.8,1,0
1052,141a0d8,2019-09-02,13800.0,4.29,28.4,0,0
1054,1425062,2019-10-02,13800.0,6.39,17.9,0,0
1057,1433be1,2019-09-18,10400.0,3.59,15.5,0,0
1061,145bbb7,2019-10-24,60700.0,1.89,25.1,1,1
1065,146994e,2019-10-16,10200.0,5.69,16.6,0,0
1066,146d22a,2019-09-26,19300.0,3.59,22.2,0,0
1070,1486361,2019-10-30,19300.0,3.59,21.8,0,0
1073,1490590,2019-10-28,20600.0,4.99,23.1,0,0
1075,149f8e7,2019-09-26,55200.0,1.89,15.9,1,0
1076,14acfe4,2019-09-02,23400.0,2.89,23.1,0,0
1077,14aee57,2019-10-31,56500.0,1.89,22.7,0,0
1078,14b05cd,2019-10-07,64900.0,1.89,17.1,0,0
1079,14b7a56,2019-09-12,24300.0,2.89,20.7,0,0
1081,14bad2e,2019-10-17,5500.0,3.59,6.0,0,0
1082,14bc9b9,2019-09-30,4800.0,6.39,33.6,1,1
1084,14c4652,2019-10-31,13400.0,4.99,23.8,0,0
1086,14c9c0a,2019-09-18,16600.0,3.59,18.0,1,1
1087,14cb0b3,2019-10-21,10900.0,5.69,18.7,1,0
1091,14d82e0,2019-09-26,5500.0,6.39,8.3,0,0
1093,14eb83d,2019-10-07,21800.0,3.59,13.4,0,0
1099,150a7e2,2019-10-16,19300.0,4.99,18.1,0,0
1102,151fce3,2019-10-30,17900.0,4.29,14.1,0,0
1103,1523cad,2019-10-31,5500.0,6.39,18.3,0,0
1104,152643e,2019-10-28,31700.0,3.59,22.3,1,1
1105,15294eb,2019-10-21,4400.0,6.39,19.6,0,1
1107,153f1fb,2019-10-08,66500.0,1.89,16.8,0,0
1110,1547111,2019-10-08,7200.0,4.99,29.7,0,0
1113,15737da,2019-10-28,2700.0,6.39,18.4,0,0
1115,157cabf,2019-09-20,22000.0,3.59,21.1,1,0
1116,157f42e,2019-10-31,10900.0,6.39,19.7,0,1
1117,1585669,2019-10-07,14800.0,4.99,22.8,0,0
1118,1590933,2019-10-28,1900.0,6.39,25.2,1,0
1119,1596905,2019-09-11,23400.0,2.89,31.0,0,0
1121,15aa245,2019-10-28,6400.0,6.39,14.3,0,0
1122,15abdea,2019-10-16,20600.0,3.59,8.8,1,1
1126,15c0900,2019-09-26,41400.0,2.89,15.9,0,0
1127,15ceaa3,2019-10-02,9700.0,4.99,18.1,0,0
1129,15e0a0e,2019-09-20,6300.0,4.99,19.3,1,1
1130,15e5bf6,2019-09-30,9700.0,6.39,16.1,0,0
1133,15fca3d,2019-10-24,46000.0,3.59,13.4,0,0
1134,15fe79b,2019-10-03,13800.0,1.89,4.5,0,0
1136,15ffcba,2019-09-25,11700.0,4.99,21.4,0,0
1137,1606140,2019-09-25,29800.0,2.89,18.2,1,0
1138,160a62c,2019-10-24,22900.0,3.59,13.7,0,0
1140,1622c74,2019-09-20,37000.0,2.89,25.4,0,1
1141,162e7b8,2019-10-15,12400.0,4.99,23.5,0,0
1144,163d63f,2019-09-04,27600.0,2.19,6.3,0,0
1146,1640da4,2019-10-08,26900.0,3.59,13.0,0,0
1148,16498b4,2019-10-28,1400.0,6.39,7.3,0,0
1151,1664426,2019-10-16,8400.0,6.39,10.0,0,0
1152,16681d8,2019-09-20,55200.0,1.89,15.0,0,0
1154,166c1c7,2019-10-31,13800.0,4.99,22.1,0,0
1157,1676ffe,2019-10-21,29000.0,3.59,20.7,0,0
1158,167ee22,2019-10-15,13800.0,2.89,6.4,0,0
1159,167ee59,2019-10-24,8600.0,6.39,18.8,0,0
1162,168a613,2019-10-02,13800.0,6.39,19.5,0,0
1165,168eab3,2019-10-11,15000.0,4.99,28.3,1,1
1169,16a02fd,2019-10-28,13800.0,6.39,19.4,0,0
1170,16a3fd6,2019-09-04,9700.0,4.29,21.4,0,0
1171,16ab21b,2019-10-16,35900.0,2.89,26.2,0,0
1172,16ad1eb,2019-10-07,12000.0,4.99,25.2,0,0
1173,16b23d1,2019-10-31,6900.0,6.39,18.8,0,0
1174,16b5559,2019-10-31,6000.0,6.39,19.5,0,1
1177,16c6b7a,2019-09-10,20700.0,3.59,22.7,0,0
1178,16d0006,2019-09-23,10900.0,4.99,19.3,0,0
1180,16da593,2019-09-19,3400.0,6.39,23.4,0,0
1181,16da7c2,2019-09-11,16100.0,4.99,20.2,0,0
1182,16e8bf9,2019-10-31,6900.0,6.39,20.8,0,0
1183,16eb11b,2019-10-28,7000.0,6.39,22.5,0,0
1185,16f1a2c,2019-10-17,4000.0,6.39,18.6,0,0
1187,16f9e5a,2019-09-16,2900.0,6.39,35.8,0,0
1190,170a79b,2019-10-11,27600.0,2.89,13.1,1,0
1191,171a301,2019-09-09,34500.0,2.89,19.7,0,0
1192,171aced,2019-10-30,7700.0,6.39,28.6,1,1
1193,1721a7f,2019-09-26,5800.0,4.99,16.7,0,0
1194,1725216,2019-09-23,15200.0,4.99,22.9,0,0
1195,1727da2,2019-09-20,13800.0,3.59,20.8,0,0
1196,172c582,2019-10-25,18300.0,4.29,13.8,0,0
1198,172d4f4,2019-10-30,6900.0,6.39,13.1,0,0
1201,173ac5e,2019-10-28,3700.0,6.39,33.3,1,1
1202,173df41,2019-10-17,24100.0,2.89,27.4,0,0
1203,174beee,2019-10-07,16900.0,3.59,17.9,1,1
1205,174f912,2019-09-23,55200.0,1.89,25.1,0,0
1206,1751c56,2019-09-26,3200.0,6.39,16.9,0,0
1209,1754ef1,2019-10-31,9500.0,6.39,12.6,0,0
1210,175de9e,2019-10-01,55200.0,2.19,16.3,0,0
1211,176744f,2019-10-31,13700.0,4.99,24.6,0,0
1215,1772d9c,2019-10-16,4400.0,5.69,17.3,0,1
1217,177cfa8,2019-10-16,5200.0,6.39,27.1,1,1
1218,17840a5,2019-10-08,13800.0,6.39,12.1,0,0
1223,178d2d0,2019-10-07,2700.0,6.39,21.0,1,0
1224,178e533,2019-09-05,4000.0,6.39,29.1,1,1
1226,1795b64,2019-09-02,29500.0,2.89,22.3,0,0
1229,17b26cf,2019-10-21,22100.0,2.89,21.0,1,1
1231,17b4543,2019-10-08,53800.0,2.19,20.6,0,0
1232,17ba522,2019-10-02,17900.0,3.59,17.0,0,0
1233,17bcfa3,2019-10-07,19300.0,4.29,18.7,0,0
1234,17c0040,2019-09-25,69000.0,1.89,10.0,0,0
1235,17c0efe,2019-09-18,46500.0,2.89,26.4,0,0
1236,17c5149,2019-10-17,23900.0,2.89,18.8,0,0
1238,17d0b49,2019-09-23,13800.0,3.59,17.0,0,0
1239,17d4955,2019-10-31,3200.0,6.39,19.6,0,0
1240,17d5637,2019-10-31,1900.0,6.39,15.9,0,1
1241,17f48b9,2019-10-28,8800.0,6.39,21.1,0,0
1242,17f5bbd,2019-10-23,4000.0,6.39,17.6,0,0
1244,17fe651,2019-10-31,8800.0,6.39,22.7,0,1
1245,1807fd1,2019-09-20,22700.0,2.89,14.7,1,0
1246,1813808,2019-10-16,35500.0,2.89,26.1,0,0
1248,182e3e0,2019-10-10,7100.0,4.99,19.3,0,0
1250,183ab18,2019-09-05,34500.0,2.89,21.7,0,0
1251,183fdeb,2019-09-20,8400.0,4.99,27.5,1,1
1252,18443fd,2019-09-18,35400.0,2.19,19.4,0,0
1254,1852771,2019-10-16,6900.0,5.69,16.1,0,0
1255,185325d,2019-09-02,16600.0,3.59,28.0,0,0
1256,186b24d,2019-10-07,27600.0,3.59,11.1,0,0
1259,1872a3e,2019-10-16,8400.0,4.99,16.1,1,1
1260,187a7c7,2019-10-09,5400.0,6.39,15.2,0,0
1262,1882bfc,2019-10-16,5400.0,5.69,24.2,0,1
1263,188a34e,2019-10-16,1300.0,6.39,23.3,0,1
1264,188a4d4,2019-09-26,23100.0,2.89,27.7,0,0
1265,188f303,2019-10-28,800.0,6.39,15.7,0,0
1266,1891a06,2019-10-25,6600.0,4.99,25.7,1,1
1271,18abe94,2019-10-16,15400.0,4.99,22.4,0,0
1272,18b8b38,2019-10-07,24500.0,3.59,13.6,0,0
1274,18c66fe,2019-10-16,6500.0,5.69,10.6,0,0
1276,18ca27d,2019-10-16,3100.0,6.39,13.5,0,1
1279,18d0725,2019-09-20,69000.0,1.89,9.6,0,0
1280,18eb806,2019-10-08,9700.0,4.99,26.9,0,0
1281,18ee0e4,2019-10-08,25200.0,3.59,13.8,1,1
1282,18f7839,2019-09-25,2800.0,6.39,4.5,1,1
1284,1904fc6,2019-10-07,20700.0,3.59,23.2,0,0
1285,1907de6,2019-09-25,9100.0,4.99,25.8,0,0
1288,190ef71,2019-10-10,69000.0,1.89,19.2,0,0
1289,1919eef,2019-10-07,69000.0,2.19,5.5,0,0
1291,192127c,2019-09-23,25200.0,2.89,18.0,0,0
1295,1930b1e,2019-09-25,13800.0,2.89,7.5,0,0
1296,1940282,2019-10-21,7500.0,5.69,14.8,0,0
1297,19447dc,2019-09-18,9000.0,4.99,31.0,1,0
1298,194653b,2019-09-25,53400.0,1.89,19.0,0,0
1303,195e43a,2019-10-30,5200.0,6.39,24.6,0,0
1310,1975671,2019-10-28,4100.0,6.39,19.1,0,1
1315,198ce4a,2019-09-20,62100.0,1.89,23.1,0,0
1316,1994d88,2019-09-20,2800.0,4.99,3.0,0,0
1317,199be6c,2019-09-23,22100.0,2.89,20.1,1,0
1319,19a66ff,2019-10-17,3800.0,6.39,20.1,1,1
1320,19ae126,2019-10-31,9800.0,6.39,29.6,1,0
1321,19af01d,2019-10-08,28200.0,3.59,17.6,1,1
1323,19bbd29,2019-10-07,23500.0,3.59,13.2,0,0
1324,19bd235,2019-10-25,2000.0,6.39,16.9,0,0
1325,19beca5,2019-10-09,4800.0,6.39,36.7,1,0
1328,19cccbd,2019-09-11,18500.0,3.59,23.0,0,0
1329,19ce9c5,2019-09-11,4700.0,6.39,15.8,1,1
1330,19d2636,2019-09-20,10700.0,4.99,26.7,1,1
1331,19dab31,2019-10-07,4000.0,6.39,19.1,0,0
1332,19e6c9a,2019-10-30,4400.0,6.39,22.4,0,0
1333,19e91a7,2019-10-16,5400.0,6.39,16.8,0,0
1335,19efc81,2019-10-21,13900.0,6.39,19.0,0,0
1336,19f3145,2019-10-08,55200.0,1.89,19.1,1,0
1338,19f706a,2019-10-28,9900.0,6.39,29.2,0,0
1339,19fe25f,2019-09-30,8100.0,4.99,22.3,0,0
1340,1a108f1,2019-10-28,27600.0,3.59,22.8,0,0
1341,1a11be8,2019-09-06,7600.0,4.99,24.9,0,0
1342,1a14ae2,2019-10-25,3900.0,6.39,26.2,1,0
1343,1a165d6,2019-09-18,69000.0,2.19,22.0,0,0
1345,1a1b030,2019-09-13,8300.0,4.29,14.6,1,0
1346,1a1b3b2,2019-10-21,6200.0,5.69,20.9,0,0
1347,1a1e510,2019-09-10,18500.0,3.59,15.4,0,0
1348,1a2040f,2019-10-16,13800.0,3.59,13.2,0,0
1352,1a47bf4,2019-10-15,8000.0,6.39,15.6,1,0
1353,1a487fd,2019-09-26,3300.0,6.39,22.5,0,0
1354,1a48f4c,2019-10-21,14600.0,6.39,21.2,1,1
1356,1a5907a,2019-09-25,21400.0,3.59,23.8,1,1
1358,1a6e6c3,2019-10-16,6200.0,4.99,30.7,0,0
1359,1a79e5c,2019-10-09,21400.0,4.29,26.8,0,0
1360,1a7d21f,2019-10-21,10400.0,6.39,16.6,0,0
1361,1a7dc8b,2019-09-10,10300.0,4.99,18.9,0,0
1362,1a8f251,2019-10-11,6200.0,4.99,26.9,0,0
1364,1a97566,2019-10-07,20700.0,2.89,8.5,0,0
1365,1a9f35e,2019-10-07,7900.0,4.99,22.7,0,0
1367,1aa06ba,2019-10-28,22200.0,3.59,20.5,0,0
1370,1aa4028,2019-09-30,9700.0,4.99,28.2,1,1
1371,1aa5fd2,2019-10-02,11000.0,6.39,21.7,1,1
1372,1aaabc7,2019-10-23,13800.0,2.89,9.4,0,0
1375,1ab5ab0,2019-09-05,41400.0,1.89,15.7,0,0
1377,1ac90fe,2019-10-31,2300.0,6.39,14.6,0,0
1378,1acae4f,2019-10-28,41400.0,2.49,13.2,0,0
1380,1ad41c6,2019-10-30,5500.0,6.39,31.2,0,0
1382,1ad5f37,2019-10-10,34500.0,1.89,11.7,0,0
1383,1adbe3b,2019-09-25,7700.0,4.99,29.4,0,0
1384,1adbef2,2019-09-02,20200.0,3.59,23.9,0,0
1385,1adcf26,2019-09-03,4300.0,6.39,27.8,1,1
1386,1adde14,2019-10-28,11000.0,6.39,12.6,1,1
1387,1ae1aef,2019-09-20,15200.0,4.99,34.1,1,1
1388,1ae41a0,2019-09-16,21200.0,3.59,29.7,0,0
1393,1aef208,2019-10-30,1100.0,6.39,31.8,0,0
1394,1aef289,2019-10-11,27000.0,2.89,21.3,0,0
1395,1aef94e,2019-10-07,30400.0,2.19,22.2,0,0
1397,1af2c7c,2019-10-28,13400.0,4.99,31.6,0,1
1398,1af69e5,2019-10-28,4800.0,6.39,17.2,1,1
1400,1b02f71,2019-10-31,13800.0,4.99,19.7,0,0
1401,1b0b022,2019-10-28,5000.0,6.39,25.5,0,0
1402,1b13776,2019-10-09,20700.0,2.89,13.3,0,0
1405,1b1834a,2019-10-07,4200.0,6.39,28.2,0,0
1408,1b2afdb,2019-09-10,15200.0,3.59,18.1,0,0
1409,1b2cd77,2019-10-28,8600.0,6.39,18.1,0,0
1414,1b4cde3,2019-10-10,700.0,4.99,3.8,0,0
1415,1b4e687,2019-10-28,9700.0,6.39,29.3,0,0
1416,1b5633b,2019-10-02,2100.0,6.39,15.5,0,0
1417,1b5dc45,2019-10-28,1500.0,6.39,22.7,1,1
1418,1b5e100,2019-10-07,2900.0,6.39,9.4,0,0
1420,1b620fd,2019-10-01,28800.0,2.89,17.8,0,0
1421,1b657c6,2019-10-07,18700.0,3.59,15.4,0,0
1423,1b6915f,2019-09-25,69000.0,1.89,11.7,0,0
1424,1b6ebe5,2019-10-28,5700.0,6.39,21.0,0,0
1425,1b7001c,2019-10-31,9600.0,6.39,22.5,0,1
1428,1b82a85,2019-10-30,10400.0,6.39,27.8,0,0
1432,1b91059,2019-10-31,4100.0,5.69,10.9,0,0
1433,1b93aed,2019-10-21,2000.0,6.39,14.9,0,0
1435,1b93c76,2019-10-30,35500.0,2.89,26.9,1,0
1436,1b96977,2019-10-28,3000.0,6.39,20.3,1,1
1437,1baee06,2019-09-09,62900.0,1.89,23.2,1,1
1439,1bb4a2a,2019-09-23,53100.0,1.89,17.0,0,0
1440,1bb56eb,2019-10-25,21500.0,3.59,23.4,0,0
1441,1bba309,2019-10-16,5700.0,6.39,15.4,0,0
1445,1bd5921,2019-09-12,17200.0,3.59,24.3,0,0
1446,1bd6646,2019-10-28,12100.0,4.99,15.0,0,0
1448,1bd96ad,2019-10-21,69000.0,2.19,7.2,0,0
1449,1be1b2a,2019-10-07,6000.0,6.39,18.0,0,1
1451,1bead71,2019-10-30,16300.0,4.99,26.9,0,0
1453,1c06018,2019-10-16,6900.0,3.59,5.2,0,0
1455,1c2658e,2019-09-02,9400.0,4.99,26.0,0,0
1458,1c32bec,2019-10-31,69000.0,1.89,15.5,0,0
1461,1c3da30,2019-09-25,12400.0,4.29,25.5,0,0
1462,1c411cf,2019-10-17,2800.0,6.39,22.4,0,1
1463,1c454c8,2019-09-11,11700.0,4.99,18.8,0,0
1464,1c4fb0e,2019-09-25,4100.0,2.89,3.4,0,0
1467,1c571c9,2019-10-28,7200.0,6.39,11.8,0,0
1468,1c60822,2019-09-03,21900.0,3.59,23.6,0,0
1469,1c6efec,2019-09-26,69000.0,1.89,9.7,0,0
1471,1c84048,2019-10-28,5400.0,6.39,21.5,0,0
1472,1c8664f,2019-10-11,27600.0,2.89,14.5,0,0
1473,1c8c095,2019-10-28,3200.0,6.39,28.0,0,0
1474,1c8c468,2019-10-31,80000.0,2.49,15.6,0,1
1475,1c95de0,2019-09-18,69000.0,1.89,8.1,0,0
1476,1c9e4de,2019-10-11,22200.0,2.89,18.8,0,0
1477,1c9fc3f,2019-09-10,69000.0,1.89,12.6,0,0
1480,1cb2487,2019-09-23,60300.0,1.89,19.6,0,0
1481,1cb8fc9,2019-10-04,55200.0,1.89,20.2,1,0
1483,1cba2b7,2019-09-12,20700.0,2.19,12.3,0,0
1484,1cbee6d,2019-09-30,16600.0,3.59,15.3,0,0
1485,1cbf1b2,2019-10-31,1400.0,6.39,21.5,0,0
1487,1cd21f5,2019-10-03,10000.0,4.99,23.0,0,0
1493,1cfac00,2019-10-31,9400.0,6.39,17.4,0,0
1494,1d0d682,2019-10-02,35700.0,3.59,14.4,1,1
1495,1d0fd0e,2019-10-07,4300.0,6.39,13.3,1,1
