,client_id,mes,total_rav,margem_rav,duration_rav,tipo_rav,data_de_desembolso
379,0113f90,2019-02-28,1721.96,54.88,26.29,1,2019-10-07
378,0113f90,2019-01-31,5434.05,164.76,25.01,1,2019-10-07
377,0113f90,2018-12-31,1946.47,59.02,25.01,1,2019-10-07
376,0113f90,2018-11-30,4965.77,155.75,25.87,1,2019-10-07
375,0113f90,2018-10-31,3812.29,143.78,31.11,1,2019-10-07
380,0113f90,2019-03-31,1525.44,46.25,25.01,1,2019-10-07
398,012fb17,2019-09-30,52972.43,778.73,25.06,1,2019-10-09
397,012fb17,2019-08-31,62711.84,923.75,25.11,1,2019-10-09
396,012fb17,2019-07-31,67693.59,997.78,25.13,1,2019-10-09
395,012fb17,2019-06-30,50491.35,825.6,25.25,1,2019-10-09
394,012fb17,2019-05-31,58569.73,1078.01,25.1,1,2019-10-09
393,012fb17,2019-04-30,55243.51,1008.55,24.9,1,2019-10-09
391,012fb17,2019-02-28,40426.86,752.95,25.4,1,2019-10-09
390,012fb17,2019-01-31,25000.29,456.46,24.9,1,2019-10-09
389,012fb17,2018-12-31,42145.33,774.83,25.07,1,2019-10-09
388,012fb17,2018-11-30,40954.96,964.4,25.1,1,2019-10-09
387,012fb17,2018-10-31,63120.63,1552.76,25.29,1,2019-10-09
392,012fb17,2019-03-31,43205.1,788.81,24.9,1,2019-10-09
404,013512d,2019-07-31,21590.29,343.42,25.03,1,2019-10-02
406,013512d,2019-09-30,23455.13,438.98,24.98,1,2019-10-02
403,013512d,2019-06-30,18488.85,296.69,25.25,1,2019-10-02
405,013512d,2019-08-31,18536.6,295.48,25.08,1,2019-10-02
401,013512d,2019-04-30,25727.47,407.29,24.91,1,2019-10-02
399,013512d,2019-02-28,12441.35,200.54,25.37,1,2019-10-02
402,013512d,2019-05-31,18943.59,302.03,25.09,1,2019-10-02
400,013512d,2019-03-31,21217.58,336.27,24.94,1,2019-10-02
407,01388b7,2018-09-30,7141.51,705.48,59.61,2,2019-09-25
408,01388b7,2018-12-31,8970.03,357.58,24.06,2,2019-09-25
409,01388b7,2019-01-31,26935.42,2766.85,61.99,2,2019-09-25
410,01388b7,2019-02-28,11830.51,1272.73,64.92,2,2019-09-25
411,01388b7,2019-03-31,10745.99,1273.82,71.63,1,2019-09-25
412,01388b7,2019-04-30,9268.04,1359.19,91.4,1,2019-09-25
413,01388b7,2019-05-31,10193.85,1262.4,75.12,1,2019-09-25
414,01388b7,2019-06-30,6395.94,567.9,53.58,2,2019-09-25
415,01388b7,2019-07-31,12473.13,1293.01,62.76,1,2019-09-25
416,01388b7,2019-08-31,7239.77,737.17,67.41,1,2019-09-25
428,0141fc9,2019-09-30,4350.66,308.02,51.91,1,2019-10-11
427,0141fc9,2019-08-31,7569.3,551.77,53.45,1,2019-10-11
426,0141fc9,2019-07-31,7208.73,442.09,44.97,1,2019-10-11
425,0141fc9,2019-06-30,4614.07,305.87,48.61,1,2019-10-11
422,0141fc9,2019-03-31,4494.43,274.81,44.83,1,2019-10-11
424,0141fc9,2019-05-31,5026.86,303.14,44.22,1,2019-10-11
423,0141fc9,2019-04-30,6441.79,427.75,48.69,1,2019-10-11
420,0141fc9,2019-01-31,3957.54,281.29,52.11,1,2019-10-11
419,0141fc9,2018-12-31,2133.15,179.01,61.53,1,2019-10-11
418,0141fc9,2018-11-30,2149.74,146.78,50.06,1,2019-10-11
417,0141fc9,2018-10-31,4648.19,318.93,50.31,1,2019-10-11
421,0141fc9,2019-02-28,3096.22,203.4,48.17,1,2019-10-11
439,0148d53,2019-09-30,2358.98,114.79,27.27,1,2019-10-31
438,0148d53,2019-08-31,8938.11,537.06,33.68,1,2019-10-31
437,0148d53,2019-07-31,13426.79,754.71,31.5,1,2019-10-31
436,0148d53,2019-06-30,1543.66,77.66,28.19,1,2019-10-31
435,0148d53,2019-05-31,4035.32,193.85,26.92,1,2019-10-31
433,0148d53,2019-03-31,1498.79,89.19,33.35,1,2019-10-31
432,0148d53,2019-02-28,3563.71,173.74,27.32,1,2019-10-31
431,0148d53,2019-01-31,9780.42,660.87,37.87,1,2019-10-31
430,0148d53,2018-12-31,4685.02,360.26,43.1,1,2019-10-31
429,0148d53,2018-11-30,4853.97,194.22,22.0,1,2019-10-31
434,0148d53,2019-04-30,2255.81,111.0,27.58,1,2019-10-31
448,0150aa5,2019-08-31,13161.46,578.19,50.21,1,2019-09-23
447,0150aa5,2019-07-31,7476.98,243.06,37.15,1,2019-09-23
446,0150aa5,2019-06-30,8299.84,354.66,48.83,1,2019-09-23
445,0150aa5,2019-05-31,9805.08,363.77,42.4,1,2019-09-23
444,0150aa5,2019-04-30,3900.58,95.9,28.1,1,2019-09-23
442,0150aa5,2019-02-28,2835.41,72.4,29.18,1,2019-09-23
441,0150aa5,2019-01-31,2596.4,61.85,27.23,1,2019-09-23
440,0150aa5,2018-12-31,8279.27,218.34,30.14,1,2019-09-23
443,0150aa5,2019-03-31,1126.67,24.22,24.57,1,2019-09-23
460,015870b,2019-09-30,1092.88,38.25,24.69,1,2019-10-23
459,015870b,2019-08-31,8867.62,315.77,25.12,1,2019-10-23
458,015870b,2019-07-31,8744.96,309.91,25.0,1,2019-10-23
457,015870b,2019-06-30,7212.68,256.74,25.11,1,2019-10-23
456,015870b,2019-05-31,7477.64,265.95,25.09,1,2019-10-23
455,015870b,2019-04-30,9159.71,323.99,24.95,1,2019-10-23
453,015870b,2019-02-28,8171.04,290.99,25.12,1,2019-10-23
452,015870b,2019-01-31,7216.77,254.96,24.92,1,2019-10-23
451,015870b,2018-12-31,6773.77,239.98,24.99,1,2019-10-23
450,015870b,2018-11-30,6867.7,244.05,25.07,1,2019-10-23
449,015870b,2018-10-31,7855.09,279.74,25.12,1,2019-10-23
454,015870b,2019-03-31,7931.94,283.07,25.17,1,2019-10-23
472,0161d27,2019-09-30,14074.52,388.33,25.09,1,2019-10-21
471,0161d27,2019-08-31,16446.82,456.18,25.22,1,2019-10-21
470,0161d27,2019-07-31,19665.13,543.76,25.14,1,2019-10-21
469,0161d27,2019-06-30,17778.08,495.08,25.32,1,2019-10-21
468,0161d27,2019-05-31,16930.67,471.63,25.33,1,2019-10-21
467,0161d27,2019-04-30,14273.98,392.78,25.02,1,2019-10-21
465,0161d27,2019-02-28,15341.91,504.41,25.45,1,2019-10-21
464,0161d27,2019-01-31,16673.06,574.37,25.17,1,2019-10-21
463,0161d27,2018-12-31,20899.7,719.62,25.16,1,2019-10-21
462,0161d27,2018-11-30,18249.57,628.72,25.17,1,2019-10-21
461,0161d27,2018-10-31,16744.27,577.03,25.18,1,2019-10-21
466,0161d27,2019-03-31,12675.81,345.67,24.79,1,2019-10-21
481,01673d6,2019-08-31,47755.58,4049.88,87.18,1,2019-09-25
480,01673d6,2019-07-31,72204.27,4198.69,59.78,1,2019-09-25
479,01673d6,2019-06-30,46289.71,4699.17,104.36,1,2019-09-25
478,01673d6,2019-05-31,29682.65,2264.07,78.41,1,2019-09-25
477,01673d6,2019-04-30,31206.71,1991.29,65.6,1,2019-09-25
475,01673d6,2019-02-28,12213.64,723.95,60.93,1,2019-09-25
474,01673d6,2019-01-31,28506.7,1278.88,46.12,1,2019-09-25
473,01673d6,2018-12-31,41716.12,1479.66,36.46,1,2019-09-25
476,01673d6,2019-03-31,31507.18,1445.04,47.15,1,2019-09-25
488,0173ccb,2019-06-30,4813.49,319.81,48.54,1,2019-10-07
490,0173ccb,2019-08-31,4032.1,207.5,37.6,1,2019-10-07
489,0173ccb,2019-07-31,7048.0,487.42,50.53,1,2019-10-07
491,0173ccb,2019-09-30,4684.13,267.9,41.79,1,2019-10-07
487,0173ccb,2019-05-31,6454.97,378.16,42.8,1,2019-10-07
484,0173ccb,2019-02-28,5498.38,346.54,46.05,1,2019-10-07
485,0173ccb,2019-03-31,3122.72,125.33,29.32,1,2019-10-07
482,0173ccb,2018-12-31,2959.52,132.42,32.69,1,2019-10-07
486,0173ccb,2019-04-30,6974.49,354.24,37.11,1,2019-10-07
483,0173ccb,2019-01-31,7128.61,411.38,42.16,1,2019-10-07
502,01aff61,2019-08-31,16916.65,1183.16,84.16,1,2019-10-07
501,01aff61,2019-07-31,25542.79,1654.87,77.96,1,2019-10-07
500,01aff61,2019-06-30,18965.85,1472.8,93.44,1,2019-10-07
499,01aff61,2019-05-31,30610.92,2402.88,94.46,1,2019-10-07
498,01aff61,2019-04-30,23695.89,1900.7,96.52,1,2019-10-07
503,01aff61,2019-09-30,15730.38,1148.21,87.84,1,2019-10-07
496,01aff61,2019-02-28,14505.23,1150.61,85.41,1,2019-10-07
495,01aff61,2019-01-31,19276.87,1570.15,87.7,1,2019-10-07
494,01aff61,2018-12-31,23680.87,1732.43,78.77,1,2019-10-07
493,01aff61,2018-11-30,18096.87,1703.28,101.34,1,2019-10-07
492,01aff61,2018-10-31,13618.59,1063.48,84.08,1,2019-10-07
497,01aff61,2019-03-31,19610.97,1542.54,90.03,1,2019-10-07
514,01b20df,2019-08-31,12120.4,1433.72,57.75,1,2019-10-24
513,01b20df,2019-07-31,17223.46,2509.03,71.12,1,2019-10-24
512,01b20df,2019-06-30,5657.59,674.55,58.21,1,2019-10-24
511,01b20df,2019-05-31,3857.89,374.32,47.37,1,2019-10-24
510,01b20df,2019-04-30,19454.99,2388.83,59.95,1,2019-10-24
507,01b20df,2019-01-31,24750.34,3158.09,62.3,1,2019-10-24
508,01b20df,2019-02-28,14222.92,1581.08,54.27,1,2019-10-24
506,01b20df,2018-12-31,13125.32,1548.29,57.59,1,2019-10-24
504,01b20df,2018-10-31,11796.65,917.68,37.98,1,2019-10-24
515,01b20df,2019-09-30,8800.76,1162.44,64.49,1,2019-10-24
509,01b20df,2019-03-31,9686.41,1019.58,51.39,1,2019-10-24
505,01b20df,2018-11-30,11331.21,1445.86,62.3,1,2019-10-24
524,01b6b3e,2019-06-30,35225.91,1281.07,33.97,2,2019-10-16
527,01b6b3e,2019-09-30,28737.92,1067.21,34.69,2,2019-10-16
523,01b6b3e,2019-05-31,22788.28,801.33,32.85,2,2019-10-16
526,01b6b3e,2019-08-31,25962.36,1047.74,37.7,2,2019-10-16
522,01b6b3e,2019-04-30,22705.38,761.73,31.34,2,2019-10-16
525,01b6b3e,2019-07-31,20410.83,944.58,43.23,2,2019-10-16
520,01b6b3e,2019-02-28,29817.64,781.05,24.47,2,2019-10-16
516,01b6b3e,2018-10-31,18482.12,1020.16,32.35,2,2019-10-16
517,01b6b3e,2018-11-30,17404.94,944.81,31.82,2,2019-10-16
521,01b6b3e,2019-03-31,9298.26,259.55,26.07,2,2019-10-16
518,01b6b3e,2018-12-31,11200.36,550.05,28.79,2,2019-10-16
519,01b6b3e,2019-01-31,14481.86,493.71,22.59,2,2019-10-16
528,01b8101,2019-02-28,6603.49,121.28,25.05,1,2019-10-07
529,01b8101,2019-03-31,23793.98,435.95,24.99,1,2019-10-07
530,01b8101,2019-04-30,32458.79,592.26,24.88,1,2019-10-07
532,01b8101,2019-06-30,26636.37,489.11,25.04,1,2019-10-07
533,01b8101,2019-07-31,39259.93,720.59,25.03,1,2019-10-07
534,01b8101,2019-08-31,27876.7,515.09,25.2,1,2019-10-07
535,01b8101,2019-09-30,24919.83,461.57,24.96,1,2019-10-07
531,01b8101,2019-05-31,27944.33,513.53,25.06,1,2019-10-07
543,01bbfd5,2019-04-30,13458.47,690.25,25.04,1,2019-09-23
546,01bbfd5,2019-07-31,12632.22,659.61,25.03,1,2019-09-23
545,01bbfd5,2019-06-30,11109.2,578.68,25.43,1,2019-09-23
544,01bbfd5,2019-05-31,13836.11,709.94,25.05,1,2019-09-23
547,01bbfd5,2019-08-31,9146.78,469.36,25.05,1,2019-09-23
542,01bbfd5,2019-03-31,10002.75,626.77,30.05,1,2019-09-23
540,01bbfd5,2019-01-31,11525.27,613.34,25.83,1,2019-09-23
539,01bbfd5,2018-12-31,12822.17,655.1,24.94,1,2019-09-23
538,01bbfd5,2018-11-30,8902.03,460.64,25.26,1,2019-09-23
537,01bbfd5,2018-10-31,16032.02,822.55,25.05,1,2019-09-23
536,01bbfd5,2018-09-30,10324.34,538.28,25.45,1,2019-09-23
541,01bbfd5,2019-02-28,9096.1,475.23,24.63,2,2019-09-23
558,01c3da5,2019-08-31,2931.4,145.35,36.89,1,2019-09-19
557,01c3da5,2019-07-31,3410.52,179.4,38.06,1,2019-09-19
556,01c3da5,2019-06-30,1757.6,103.48,43.8,1,2019-09-19
555,01c3da5,2019-05-31,3055.0,175.64,42.77,1,2019-09-19
554,01c3da5,2019-04-30,2326.76,139.37,44.56,1,2019-09-19
552,01c3da5,2019-02-28,2444.22,140.84,42.86,1,2019-09-19
551,01c3da5,2019-01-31,1805.66,107.45,44.27,1,2019-09-19
550,01c3da5,2018-12-31,3970.73,240.1,44.98,1,2019-09-19
549,01c3da5,2018-11-30,4013.31,213.59,39.59,1,2019-09-19
548,01c3da5,2018-10-31,868.66,43.56,37.3,1,2019-09-19
553,01c3da5,2019-03-31,3955.26,243.95,45.88,1,2019-09-19
566,01ce685,2019-04-30,7807.93,268.48,27.16,2,2019-09-03
569,01ce685,2019-07-31,1975.17,61.0,24.39,2,2019-09-03
568,01ce685,2019-06-30,9478.28,370.9,30.91,2,2019-09-03
567,01ce685,2019-05-31,12415.6,443.6,28.22,2,2019-09-03
570,01ce685,2019-08-31,14388.55,415.03,23.59,2,2019-09-03
565,01ce685,2019-03-31,5450.8,163.42,23.68,2,2019-09-03
563,01ce685,2019-01-31,77039.36,1248.04,12.8,2,2019-09-03
562,01ce685,2018-12-31,7503.15,287.45,30.26,2,2019-09-03
561,01ce685,2018-11-30,4187.46,128.55,24.25,2,2019-09-03
560,01ce685,2018-10-31,1870.61,69.59,29.38,2,2019-09-03
559,01ce685,2018-09-30,804.3,21.35,20.97,2,2019-09-03
564,01ce685,2019-02-28,21616.32,736.17,26.9,2,2019-09-03
581,01e33de,2019-09-30,3401.43,228.35,45.93,1,2019-10-16
580,01e33de,2019-08-31,5616.56,526.65,64.15,1,2019-10-16
579,01e33de,2019-07-31,6960.24,680.89,66.93,1,2019-10-16
578,01e33de,2019-06-30,6432.04,512.24,54.49,1,2019-10-16
577,01e33de,2019-05-31,11464.09,2016.4,120.34,1,2019-10-16
575,01e33de,2019-03-31,3786.93,257.14,46.46,1,2019-10-16
574,01e33de,2019-02-28,3678.2,298.34,55.49,1,2019-10-16
573,01e33de,2019-01-31,4361.57,339.13,53.2,1,2019-10-16
572,01e33de,2018-12-31,18186.89,1627.93,61.24,1,2019-10-16
571,01e33de,2018-11-30,2239.82,186.67,57.02,1,2019-10-16
576,01e33de,2019-04-30,2826.25,205.24,49.68,1,2019-10-16
588,01e4376,2019-06-30,12047.71,484.36,23.5,2,2019-10-16
591,01e4376,2019-09-30,17296.29,627.02,21.19,2,2019-10-16
590,01e4376,2019-08-31,50171.51,1507.21,17.56,2,2019-10-16
589,01e4376,2019-07-31,29720.46,764.3,15.03,2,2019-10-16
587,01e4376,2019-05-31,47383.86,1418.7,17.5,2,2019-10-16
586,01e4376,2019-04-30,25481.29,837.65,19.21,2,2019-10-16
585,01e4376,2019-03-31,41311.2,1187.77,16.8,2,2019-10-16
584,01e4376,2018-12-31,16011.99,532.67,19.44,2,2019-10-16
583,01e4376,2018-11-30,16873.75,626.16,21.69,2,2019-10-16
582,01e4376,2018-10-31,43247.46,1527.96,20.65,2,2019-10-16
602,01ef9c7,2019-08-31,7953.26,669.43,68.87,1,2019-09-23
601,01ef9c7,2019-07-31,11320.77,1410.39,90.13,1,2019-09-23
600,01ef9c7,2019-06-30,5420.87,305.8,36.06,1,2019-09-23
599,01ef9c7,2019-05-31,6873.06,810.81,75.41,1,2019-09-23
597,01ef9c7,2019-03-31,10330.89,1546.4,95.69,1,2019-09-23
598,01ef9c7,2019-04-30,10627.47,1354.12,81.45,1,2019-09-23
595,01ef9c7,2019-01-31,7844.33,871.54,71.03,1,2019-09-23
594,01ef9c7,2018-12-31,9396.01,1179.75,80.27,1,2019-09-23
593,01ef9c7,2018-11-30,8483.32,954.15,71.9,1,2019-09-23
592,01ef9c7,2018-10-31,7621.89,784.92,65.83,1,2019-09-23
596,01ef9c7,2019-02-28,11897.32,1398.99,75.17,1,2019-09-23
610,01f5448,2019-05-31,6258.79,229.9,27.93,1,2019-10-01
613,01f5448,2019-08-31,5393.3,197.84,27.9,1,2019-10-01
614,01f5448,2019-09-30,5452.34,212.2,29.6,1,2019-10-01
612,01f5448,2019-07-31,7653.25,310.35,30.84,1,2019-10-01
611,01f5448,2019-06-30,7774.92,304.51,29.78,1,2019-10-01
609,01f5448,2019-04-30,7634.17,286.78,28.57,1,2019-10-01
604,01f5448,2018-11-30,8322.2,340.5,31.11,1,2019-10-01
607,01f5448,2019-02-28,6994.34,275.72,29.98,1,2019-10-01
603,01f5448,2018-10-31,9530.57,354.95,28.32,1,2019-10-01
608,01f5448,2019-03-31,8116.74,321.3,30.1,1,2019-10-01
606,01f5448,2019-01-31,8087.67,361.26,33.97,1,2019-10-01
605,01f5448,2018-12-31,11718.7,466.99,30.3,1,2019-10-01
615,01f704f,2019-03-31,478.97,15.03,22.93,2,2019-09-26
616,01f704f,2019-04-30,1749.41,28.82,12.03,2,2019-09-26
617,01f704f,2019-05-31,2468.98,74.63,22.08,2,2019-09-26
619,01f704f,2019-07-31,4970.05,157.88,23.78,1,2019-09-26
620,01f704f,2019-08-31,5955.61,178.03,22.21,1,2019-09-26
618,01f704f,2019-06-30,6854.39,202.21,22.26,1,2019-09-26
632,0201d39,2019-09-30,9853.89,649.05,45.06,1,2019-10-25
627,0201d39,2019-04-30,7874.61,504.34,43.82,1,2019-10-25
631,0201d39,2019-08-31,8268.66,555.44,45.96,1,2019-10-25
630,0201d39,2019-07-31,8885.19,529.89,40.8,1,2019-10-25
629,0201d39,2019-06-30,7794.87,504.65,44.29,1,2019-10-25
628,0201d39,2019-05-31,7258.43,484.78,45.69,1,2019-10-25
626,0201d39,2019-03-31,11821.59,1139.8,65.97,1,2019-10-25
624,0201d39,2019-01-31,4078.16,155.37,26.07,1,2019-10-25
623,0201d39,2018-12-31,3028.72,111.92,25.28,1,2019-10-25
622,0201d39,2018-11-30,2286.28,84.64,25.33,1,2019-10-25
621,0201d39,2018-10-31,2464.67,91.82,25.49,1,2019-10-25
625,0201d39,2019-02-28,6551.59,246.76,25.77,1,2019-10-25
633,020c8da,2019-03-31,12405.95,581.01,48.14,1,2019-10-07
634,020c8da,2019-04-30,10111.92,448.78,43.96,1,2019-10-07
635,020c8da,2019-05-31,6091.28,322.26,54.39,1,2019-10-07
636,020c8da,2019-06-30,10393.33,455.63,45.07,1,2019-10-07
637,020c8da,2019-07-31,12599.7,633.88,51.72,1,2019-10-07
638,020c8da,2019-08-31,6874.09,279.64,41.82,1,2019-10-07
639,020c8da,2019-09-30,23050.82,2010.03,70.69,1,2019-10-07
645,0211bd4,2019-07-31,23108.17,1231.2,40.85,1,2019-10-21
647,0211bd4,2019-09-30,27767.41,1748.54,49.53,1,2019-10-21
646,0211bd4,2019-08-31,18969.23,1180.52,49.84,1,2019-10-21
644,0211bd4,2019-06-30,24905.84,1592.25,48.88,1,2019-10-21
642,0211bd4,2019-04-30,28438.56,1712.5,46.31,1,2019-10-21
643,0211bd4,2019-05-31,34989.96,2275.64,50.71,1,2019-10-21
641,0211bd4,2019-03-31,24423.28,1646.22,49.25,2,2019-10-21
640,0211bd4,2019-02-28,15880.83,1144.53,52.65,2,2019-10-21
656,021842e,2019-09-30,15487.92,322.55,25.06,1,2019-10-07
655,021842e,2019-08-31,15001.06,357.37,28.67,1,2019-10-07
654,021842e,2019-07-31,21667.35,451.96,25.1,1,2019-10-07
652,021842e,2019-05-31,34361.19,718.64,25.17,1,2019-10-07
653,021842e,2019-06-30,28262.9,589.7,25.11,1,2019-10-07
650,021842e,2019-03-31,32371.73,675.14,25.1,1,2019-10-07
649,021842e,2019-02-28,20618.07,430.62,25.13,1,2019-10-07
648,021842e,2018-12-31,12.76,0.26,24.36,1,2019-10-07
651,021842e,2019-04-30,37169.33,773.47,25.04,1,2019-10-07
664,02255b7,2019-05-31,4630.3,301.82,40.04,1,2019-10-07
668,02255b7,2019-09-30,4863.64,370.5,46.8,1,2019-10-07
666,02255b7,2019-07-31,6431.23,350.54,33.48,1,2019-10-07
665,02255b7,2019-06-30,4801.88,300.95,38.5,1,2019-10-07
663,02255b7,2019-04-30,4311.94,284.33,40.51,1,2019-10-07
667,02255b7,2019-08-31,1527.75,80.64,32.42,1,2019-10-07
661,02255b7,2019-02-28,7520.41,468.19,38.25,1,2019-10-07
660,02255b7,2019-01-31,10778.68,686.81,39.14,1,2019-10-07
659,02255b7,2018-12-31,14519.73,871.7,36.88,1,2019-10-07
658,02255b7,2018-11-30,4967.25,316.24,39.11,1,2019-10-07
657,02255b7,2018-10-31,7930.99,483.46,37.45,1,2019-10-07
662,02255b7,2019-03-31,5619.24,345.49,37.77,1,2019-10-07
669,023b059,2019-05-31,13296.03,747.79,26.51,2,2019-09-06
670,023b059,2019-06-30,9783.39,721.52,34.76,2,2019-09-06
671,023b059,2019-07-31,12083.08,941.49,36.73,2,2019-09-06
672,023b059,2019-08-31,10222.42,629.74,29.04,2,2019-09-06
684,023c3dc,2019-09-30,2550.13,108.87,29.21,1,2019-10-10
683,023c3dc,2019-08-31,1821.06,69.95,26.28,1,2019-10-10
682,023c3dc,2019-07-31,2607.0,113.07,29.67,1,2019-10-10
681,023c3dc,2019-06-30,1697.71,63.5,25.59,1,2019-10-10
680,023c3dc,2019-05-31,2637.74,99.29,25.75,1,2019-10-10
679,023c3dc,2019-04-30,2304.45,90.89,26.98,1,2019-10-10
676,023c3dc,2019-01-31,1044.2,39.26,25.72,1,2019-10-10
677,023c3dc,2019-02-28,1290.81,47.64,25.25,1,2019-10-10
675,023c3dc,2018-12-31,2311.91,84.63,25.04,1,2019-10-10
674,023c3dc,2018-11-30,2398.17,92.56,26.41,1,2019-10-10
673,023c3dc,2018-10-31,2035.93,82.05,27.57,1,2019-10-10
678,023c3dc,2019-03-31,1536.83,56.88,25.32,1,2019-10-10
691,023cdfc,2019-05-31,1805.76,67.42,58.75,1,2019-09-25
694,023cdfc,2019-08-31,65800.01,1833.59,43.85,1,2019-09-25
693,023cdfc,2019-07-31,69545.07,1998.99,45.23,1,2019-09-25
692,023cdfc,2019-06-30,11730.28,385.13,51.66,1,2019-09-25
690,023cdfc,2019-04-30,48953.63,1499.73,48.21,1,2019-09-25
687,023cdfc,2019-01-31,10725.83,385.51,45.95,1,2019-09-25
688,023cdfc,2019-02-28,17525.08,566.07,50.56,1,2019-09-25
686,023cdfc,2018-12-31,32869.93,1087.23,42.29,1,2019-09-25
685,023cdfc,2018-11-30,11353.62,403.51,45.44,1,2019-09-25
689,023cdfc,2019-03-31,58078.98,1642.2,44.49,1,2019-09-25
695,0248d04,2019-03-31,1631.62,53.15,20.82,2,2019-10-07
696,0248d04,2019-05-31,669.77,22.5,21.48,2,2019-10-07
697,0248d04,2019-06-30,1626.13,57.1,22.45,2,2019-10-07
698,0248d04,2019-07-31,2951.79,103.66,22.45,2,2019-10-07
699,0248d04,2019-08-31,1317.2,41.47,20.13,2,2019-10-07
700,0248d04,2019-09-30,2373.08,79.31,21.37,2,2019-10-07
712,0249ce2,2019-09-30,28821.73,1409.41,33.8,1,2019-10-25
711,0249ce2,2019-08-31,25606.42,1155.76,31.19,1,2019-10-25
709,0249ce2,2019-06-30,25215.8,1183.36,32.43,1,2019-10-25
708,0249ce2,2019-05-31,27803.63,1442.49,35.86,1,2019-10-25
707,0249ce2,2019-04-30,26336.18,1204.16,31.6,1,2019-10-25
710,0249ce2,2019-07-31,35403.52,1684.04,32.87,1,2019-10-25
705,0249ce2,2019-02-28,26459.14,1319.36,34.46,1,2019-10-25
704,0249ce2,2019-01-31,28301.63,1375.01,33.58,1,2019-10-25
703,0249ce2,2018-12-31,28725.49,1326.04,29.48,1,2019-10-25
702,0249ce2,2018-11-30,27244.32,1376.74,28.48,2,2019-10-25
701,0249ce2,2018-10-31,4860.6,280.38,32.51,2,2019-10-25
706,0249ce2,2019-03-31,30972.94,1613.44,35.09,1,2019-10-25
723,0254dee,2019-09-30,4261.72,186.79,31.3,1,2019-10-28
722,0254dee,2019-08-31,3591.81,138.64,28.71,1,2019-10-28
721,0254dee,2019-07-31,4402.51,172.24,29.1,1,2019-10-28
720,0254dee,2019-06-30,3193.93,139.49,32.49,1,2019-10-28
719,0254dee,2019-05-31,3671.15,149.72,30.34,1,2019-10-28
718,0254dee,2019-04-30,5410.12,197.41,27.14,1,2019-10-28
716,0254dee,2019-02-28,2587.92,100.52,28.9,1,2019-10-28
715,0254dee,2019-01-31,2934.25,127.25,32.26,1,2019-10-28
714,0254dee,2018-12-31,4044.66,185.83,34.18,1,2019-10-28
713,0254dee,2018-11-30,429.96,23.76,41.1,1,2019-10-28
717,0254dee,2019-03-31,3479.69,149.44,31.95,1,2019-10-28
731,0261c08,2019-04-30,34834.46,4609.6,112.79,1,2019-09-25
735,0261c08,2019-08-31,30912.61,3584.6,98.84,1,2019-09-25
734,0261c08,2019-07-31,32468.29,3834.27,100.66,1,2019-09-25
733,0261c08,2019-06-30,20856.72,2449.02,100.09,1,2019-09-25
732,0261c08,2019-05-31,31485.13,4090.77,110.75,1,2019-09-25
730,0261c08,2019-03-31,17814.14,1841.63,88.12,1,2019-09-25
725,0261c08,2018-10-31,26932.82,2776.95,87.88,1,2019-09-25
728,0261c08,2019-01-31,29804.24,3306.01,94.55,1,2019-09-25
727,0261c08,2018-12-31,25110.15,2613.75,88.72,1,2019-09-25
726,0261c08,2018-11-30,28664.76,3050.93,90.72,1,2019-09-25
729,0261c08,2019-02-28,24820.33,2548.7,87.53,1,2019-09-25
724,0261c08,2018-09-30,15844.39,1705.95,91.77,1,2019-09-25
743,026577c,2019-08-31,2222.46,36.25,9.29,2,2019-09-13
742,026577c,2019-07-31,3309.43,62.87,10.82,2,2019-09-13
740,026577c,2019-05-31,4729.29,105.02,12.65,2,2019-09-13
741,026577c,2019-06-30,4423.15,90.96,11.72,2,2019-09-13
738,026577c,2019-03-31,2886.73,55.02,10.86,2,2019-09-13
737,026577c,2019-02-28,1584.85,28.66,10.3,2,2019-09-13
736,026577c,2019-01-31,2587.17,54.89,12.09,2,2019-09-13
739,026577c,2019-04-30,7085.25,202.41,16.28,2,2019-09-13
744,026594c,2019-02-28,1054.24,14.91,8.06,2,2019-09-04
745,026594c,2019-03-31,791.61,11.16,8.04,2,2019-09-04
746,026594c,2019-04-30,2820.03,50.79,10.26,2,2019-09-04
747,026594c,2019-05-31,3268.13,66.23,11.55,2,2019-09-04
748,026594c,2019-06-30,1583.9,22.88,8.23,2,2019-09-04
754,026c1b3,2019-08-31,4172.36,154.27,24.41,1,2019-10-25
755,026c1b3,2019-09-30,5832.04,213.17,24.15,1,2019-10-25
753,026c1b3,2019-07-31,5353.92,198.26,24.33,1,2019-10-25
752,026c1b3,2019-06-30,3675.79,133.09,23.93,1,2019-10-25
751,026c1b3,2019-05-31,2974.99,106.65,23.68,1,2019-10-25
750,026c1b3,2019-04-30,4089.01,148.53,24.05,1,2019-10-25
749,026c1b3,2019-03-31,644.27,19.75,19.36,2,2019-10-25
767,028563e,2019-08-31,15617.0,516.74,25.07,1,2019-09-04
766,028563e,2019-07-31,18599.82,614.56,25.03,1,2019-09-04
765,028563e,2019-06-30,18007.05,600.65,25.27,1,2019-09-04
764,028563e,2019-05-31,22775.91,765.95,25.48,1,2019-09-04
762,028563e,2019-03-31,19584.81,643.73,24.9,1,2019-09-04
763,028563e,2019-04-30,22368.05,738.39,25.01,1,2019-09-04
760,028563e,2019-01-31,28093.21,937.72,25.29,1,2019-09-04
