,client_id,data_de_desembolso,data_cadastro,tpv_prometido,mcc,segmento,cidade,bairro,canal_de_vendas,subcanal_de_vendas,uf,regiao
1245,0ae6456,16/10/2019,06/02/2019,30000.0,15,5,246,1971,1,1,1,1
229,0af3661,31/10/2019,23/08/2018,20000.0,18,21,87,2788,1,1,1,1
1633,0afa0cc,02/09/2019,06/11/2018,32000.0,3,1,1,17,1,1,1,1
1864,0b0d2f9,30/10/2019,30/06/2018,65000.0,12,1,104,2827,1,1,9,3
572,0b11e69,25/10/2019,30/11/2016,,13,13,17,1,1,1,2,1
3649,0b17d37,09/10/2019,19/06/2018,15000.0,7,7,786,0,1,3,5,1
584,0b20722,25/09/2019,21/12/2018,150000.0,24,16,782,2480,1,3,23,3
1210,0b2ea6b,10/09/2019,14/07/2018,50000.0,4,4,22,1,1,2,1,1
3489,0b2ed41,03/10/2019,25/01/2019,50000.0,1,3,41,926,1,1,17,5
2448,0b2fe1c,28/10/2019,02/04/2019,15000.0,18,21,12,543,1,1,1,1
324,0b37a77,31/10/2019,20/03/2019,,3,1,38,3163,1,1,1,1
1663,0b3fe5c,18/09/2019,04/05/2018,5000.0,118,22,5,1432,1,3,5,1
2612,0b450d3,30/10/2019,21/10/2016,,45,7,1,0,1,1,1,1
2726,0b457fd,10/09/2019,18/10/2018,30000.0,61,5,8,2212,1,1,10,4
3721,0b49175,16/10/2019,14/03/2019,,49,8,179,2782,1,1,6,2
1563,0b53735,25/10/2019,18/01/2019,8000.0,9,11,52,656,1,1,4,2
1339,0b5efb7,07/10/2019,12/03/2018,60000.0,7,7,6,274,1,1,8,3
1734,0b76997,07/10/2019,12/02/2016,,20,23,751,0,1,1,3,2
2583,0b8d9b9,28/10/2019,22/11/2018,25000.0,36,22,217,0,1,1,8,3
3687,0b8dda5,28/10/2019,19/10/2018,5000.0,1,3,2,196,1,1,2,1
2621,0b97bdd,02/10/2019,30/01/2019,51000.0,53,7,766,0,1,2,5,1
2534,0ba46bf,16/10/2019,22/03/2019,11500.0,1,3,581,0,1,1,9,3
4050,0babda4,26/09/2019,19/09/2018,18000.0,2,2,72,0,1,1,6,2
2597,0bac458,31/10/2019,01/11/2018,12000.0,2,2,112,752,1,4,2,1
3079,0bb7139,11/10/2019,29/08/2018,20000.0,7,7,13,509,1,1,1,1
2986,0bbfe7a,25/09/2019,24/07/2018,20000.0,17,20,32,250,1,1,16,3
2688,0bcb2b6,31/10/2019,19/12/2018,50000.0,10,12,79,120,1,1,6,2
3447,0bcddca,10/09/2019,21/11/2018,10000.0,1,3,58,119,1,1,1,1
3659,0bd09f0,11/10/2019,02/02/2018,25000.0,6,1,3,207,1,1,3,2
1583,0bd2c2a,23/09/2019,27/11/2018,40000.0,2,2,150,2035,1,1,1,1
2769,0bdc52d,23/09/2019,27/11/2017,30000.0,6,1,3,118,1,1,3,2
1892,0bdf496,07/10/2019,27/05/2017,,9,11,2,398,1,1,2,1
2825,0be1344,21/10/2019,30/11/2017,50000.0,4,4,2,9,1,1,2,1
203,0bea4ff,23/10/2019,16/03/2019,8000.0,2,2,76,236,1,1,3,2
610,0beb302,16/10/2019,23/12/2016,,17,20,2,22,1,1,2,1
2668,0bf0605,11/10/2019,09/10/2018,120000.0,2,2,104,1,1,1,9,3
2563,0bf23e9,24/10/2019,17/12/2018,30000.0,28,8,61,1,1,1,1,1
3294,0bfb0cc,07/10/2019,26/12/2018,20000.0,19,17,32,128,1,1,16,3
2698,0c050cb,26/09/2019,16/06/2018,30000.0,4,4,129,0,1,1,15,3
3311,0c0f91d,31/10/2019,25/04/2018,10000.0,15,5,283,0,1,1,4,2
4122,0c100b7,16/10/2019,17/08/2018,10000.0,11,8,13,579,1,1,1,1
2488,0c1079b,20/09/2019,19/09/2017,30000.0,1,3,379,0,1,1,4,2
2494,0c1d7cb,07/10/2019,27/11/2017,,4,4,39,1,1,1,4,2
1462,0c20598,07/10/2019,03/10/2018,10000.0,95,15,135,1,1,1,3,2
2803,0c2bfcc,02/10/2019,18/07/2018,,12,1,111,1597,1,1,12,1
3580,0c37163,03/09/2019,22/11/2018,10000.0,1,3,203,1,1,1,3,2
3932,0c5774a,30/09/2019,17/08/2018,40000.0,1,3,320,1,1,1,4,2
592,0c63949,16/10/2019,19/12/2018,20900.0,34,15,4,126,1,1,7,4
4025,0c65126,25/09/2019,19/12/2017,20000.0,141,5,14,630,1,1,3,2
619,0c6c709,31/10/2019,18/01/2019,30000.0,33,5,239,100,1,1,8,3
163,0c7403d,02/09/2019,30/06/2017,,12,1,10,884,1,1,11,3
2916,0c88961,07/10/2019,06/06/2018,15000.0,142,26,4,2,1,1,7,4
1231,0c8985d,16/10/2019,22/03/2019,32000.0,1,3,103,2684,1,1,1,1
3639,0c8de50,16/10/2019,25/06/2018,110000.0,2,2,5,2150,1,2,5,1
2504,0c93582,28/10/2019,21/02/2019,15000.0,5,9,452,500,1,4,1,1
901,0c93f95,01/10/2019,20/09/2018,75000.0,42,1,10,1187,1,1,11,3
1866,0ca0112,08/10/2019,14/02/2019,20000.0,9,11,2,0,1,1,2,1
1378,0ca80d4,31/10/2019,05/07/2018,10000.0,47,6,12,2931,1,1,1,1
1625,0ca8969,07/10/2019,06/02/2019,40000.0,13,13,1,195,1,1,1,1
2403,0caa448,25/09/2019,19/01/2018,30000.0,16,14,134,3056,1,1,1,1
307,0cb5fa4,07/10/2019,30/01/2019,15000.0,6,1,22,1234,1,2,1,1
530,0cb7985,03/09/2019,09/11/2018,25000.0,1,3,2,34,1,1,2,1
2855,0cbba90,25/09/2019,25/01/2018,,35,16,22,315,1,2,1,1
3782,0cc0237,25/09/2019,19/06/2018,30000.0,73,7,36,171,1,1,3,2
2173,0cc3e49,07/10/2019,06/09/2017,,76,10,291,1,1,1,1,1
3582,0cc3ffb,28/10/2019,13/03/2018,9500.0,2,2,14,2577,1,1,3,2
1668,0cc500a,21/10/2019,27/11/2018,30000.0,33,5,2,1367,1,1,2,1
3506,0cc6e9e,17/10/2019,08/05/2017,,4,4,768,0,1,3,8,3
2311,0ccd4c3,31/10/2019,11/03/2019,20000.0,9,11,3,61,1,1,3,2
3224,0ce5af9,25/10/2019,20/10/2017,46500.0,3,1,174,0,1,1,4,2
1063,0cea5e7,02/10/2019,04/02/2019,15000.0,7,7,13,43,1,1,1,1
2719,0cf753f,07/10/2019,29/09/2017,10000.0,3,1,1,3,1,1,1,1
87,0d035d5,28/10/2019,18/10/2017,,1,3,101,967,1,1,1,1
2743,0d04ec2,25/10/2019,29/06/2018,70000.0,3,1,89,384,1,1,1,1
1049,0d04fd8,21/10/2019,18/05/2017,70000.0,28,8,228,1,1,1,2,1
3803,0d0b463,16/10/2019,22/02/2019,15000.0,2,2,23,2540,1,1,13,3
1304,0d15027,02/09/2019,10/10/2018,10000.0,6,1,14,483,1,1,3,2
3584,0d193ab,21/10/2019,14/12/2018,8000.0,6,1,6,274,1,1,8,3
2454,0d395b8,10/09/2019,23/04/2018,15000.0,4,4,1,269,1,1,1,1
2756,0d3dac1,30/09/2019,11/12/2018,100000.0,8,10,306,1,1,4,5,1
3428,0d42486,01/10/2019,22/02/2019,20000.0,10,12,308,0,1,1,6,2
1615,0d43ac2,03/09/2019,20/04/2018,40000.0,3,1,57,1,1,1,6,2
2345,0d51338,10/09/2019,17/12/2015,67000.0,18,21,63,1,1,1,2,1
266,0d69923,18/09/2019,22/08/2018,7000.0,4,4,73,154,1,1,2,1
2426,0d7552b,16/10/2019,25/08/2017,4000.0,13,13,43,1,1,1,2,1
2889,0d7a4b6,28/10/2019,23/05/2018,30000.0,4,4,34,1,1,1,2,1
3237,0d801fb,31/10/2019,19/09/2018,9000.0,17,20,7,729,1,1,9,3
4109,0d91ca6,09/10/2019,14/11/2018,15000.0,5,9,378,2516,1,1,12,1
2095,0d9c13e,31/10/2019,09/03/2018,20000.0,77,6,1,148,1,1,1,1
1510,0d9d327,23/10/2019,16/03/2018,50000.0,21,24,24,968,1,1,1,1
3335,0db3ee6,24/10/2019,22/03/2019,34000.0,3,1,33,467,1,1,1,1
788,0dc0406,24/10/2019,27/09/2018,3000.0,9,11,19,242,1,1,1,1
2354,0dc8a7f,30/10/2019,11/04/2019,10000.0,47,6,106,2165,1,1,1,1
3525,0dd23e1,06/09/2019,17/08/2018,40000.0,12,1,93,327,1,1,5,1
299,0dd8a50,16/10/2019,20/10/2018,15000.0,46,16,41,106,1,1,17,5
3262,0ddd1a6,04/09/2019,26/11/2018,30000.0,11,8,1,435,1,1,1,1
1714,0de7e2b,16/10/2019,21/03/2019,15000.0,3,1,417,0,1,1,2,1
1177,0df0ddb,17/10/2019,19/03/2019,18000.0,56,6,19,360,1,1,1,1
3749,0df6b6b,20/09/2019,13/12/2018,50000.0,13,13,216,1839,1,1,13,3
61,0dfd1de,25/09/2019,17/12/2018,9000.0,8,10,161,511,1,1,5,1
1792,0dfecbf,01/10/2019,22/01/2018,30000.0,3,1,1,293,1,1,1,1
915,0e067f7,30/10/2019,12/12/2018,,1,3,8,345,1,1,10,4
2519,0e19e8a,15/10/2019,26/06/2018,35000.0,23,25,17,23,1,1,2,1
533,0e21235,01/10/2019,21/06/2019,,70,22,37,449,1,1,2,1
422,0e23cea,17/10/2019,30/10/2017,,3,1,12,0,1,1,1,1
1921,0e2633f,28/10/2019,20/09/2018,15000.0,32,5,5,1257,1,2,5,1
754,0e2e907,08/10/2019,03/04/2017,,6,1,645,0,1,1,1,1
2187,0e309f2,30/10/2019,18/05/2018,60000.0,30,8,171,3181,1,1,2,1
955,0e38040,20/09/2019,03/05/2017,,11,8,30,2943,1,1,2,1
3145,0e51d5a,09/10/2019,25/02/2019,15000.0,13,13,1,263,1,1,1,1
3024,0e7d07b,30/10/2019,08/01/2019,12000.0,1,3,12,1338,1,1,1,1
3517,0e844fa,28/10/2019,22/12/2018,20000.0,60,6,75,1326,1,1,1,1
2933,0e90f14,25/09/2019,22/05/2018,15000.0,8,10,2,188,1,1,2,1
3935,0e94f3f,07/10/2019,19/02/2019,40000.0,41,5,78,149,1,1,8,3
2801,0e9c27b,20/09/2019,12/07/2017,,20,23,426,0,1,1,1,1
463,0ea5bf0,31/10/2019,19/10/2017,45000.0,35,16,38,507,1,1,1,1
1820,0eb1fbf,02/09/2019,04/04/2017,,8,10,712,0,1,3,10,4
250,0eb24c2,10/09/2019,24/02/2018,15900.0,110,6,99,2590,1,1,1,1
3318,0ebc22a,10/09/2019,13/09/2018,35000.0,1,3,2,14,1,1,2,1
1694,0ec31c4,28/10/2019,28/01/2019,7000.0,97,13,229,2872,1,1,10,4
1316,0ec6891,31/10/2019,08/06/2018,20000.0,22,15,2,1,1,1,2,1
3618,0ed3b78,25/09/2019,03/05/2017,,1,3,52,1523,1,1,4,2
672,0ee711f,26/09/2019,11/12/2018,8000.0,8,10,322,0,1,1,1,1
1591,0ee7619,07/10/2019,23/01/2019,25000.0,5,9,3,37,1,1,3,2
3767,0ef52e2,26/09/2019,21/09/2017,,64,6,97,519,1,2,1,1
887,0efda68,28/10/2019,20/07/2018,,9,11,4,2135,1,1,7,4
1732,0effdfe,01/10/2019,22/09/2017,12000.0,41,5,11,371,1,1,4,2
1550,0f02d1f,25/09/2019,17/05/2018,5000.0,1,3,430,0,1,1,3,2
1593,0f1798d,07/10/2019,06/02/2018,20000.0,6,1,4,2,1,1,7,4
860,0f23c04,08/10/2019,01/02/2019,,13,13,43,1,1,1,2,1
2332,0f2521a,30/09/2019,09/02/2019,40000.0,10,12,249,0,1,1,1,1
2671,0f304cd,23/09/2019,12/01/2018,,4,4,79,1,1,1,6,2
3144,0f40d9a,16/10/2019,11/06/2018,100000.0,11,8,85,501,1,1,1,1
2969,0f411d1,15/10/2019,05/11/2018,15000.0,1,3,120,221,1,1,23,3
876,0f42df1,20/09/2019,08/11/2018,10000.0,10,12,75,380,1,1,1,1
1468,0f50e88,15/10/2019,27/07/2018,20000.0,2,2,243,1,1,4,9,3
720,0f5be1e,28/10/2019,28/02/2019,10000.0,15,5,174,0,1,1,4,2
2236,0f60886,23/10/2019,25/05/2017,,80,4,1,95,1,1,1,1
410,0f6755d,05/09/2019,23/01/2018,16200.0,1,3,47,803,1,1,3,2
295,0f6b003,08/10/2019,30/01/2019,12000.0,1,3,301,0,1,2,5,1
3912,0f888f4,30/10/2019,09/01/2018,40000.0,1,3,86,1,1,1,4,2
2215,0fa84b7,25/09/2019,01/11/2018,30000.0,5,9,67,768,1,1,2,1
3455,0fb8f0c,07/10/2019,06/02/2019,50000.0,3,1,45,2029,1,1,1,1
3156,0fb925f,20/09/2019,23/10/2018,26000.0,7,7,10,1,1,1,11,3
1562,0fbf51c,09/09/2019,17/05/2018,8000.0,38,26,10,889,1,1,11,3
271,0fc43eb,16/10/2019,29/11/2017,40000.0,15,5,21,1,1,1,5,1
3328,0fc96e8,11/10/2019,08/10/2018,45000.0,11,8,2,302,1,1,2,1
2478,0fd5750,31/10/2019,21/07/2017,,22,15,1,56,1,1,1,1
1575,0fd6bcf,31/10/2019,05/01/2019,40000.0,1,3,215,0,1,1,4,2
1308,0fe5c15,09/10/2019,06/02/2019,30000.0,70,22,1,3,1,1,1,1
3599,0fe9f5a,07/10/2019,31/01/2019,10000.0,11,8,49,339,1,1,19,4
1138,0ff1059,26/09/2019,08/08/2018,51000.0,3,1,77,1123,1,1,4,2
321,0ff32d1,26/09/2019,27/03/2018,11200.0,1,3,94,243,1,1,3,2
1387,0ff60e2,31/10/2019,11/04/2019,15000.0,1,3,149,1192,1,1,3,2
1715,0ff9501,24/10/2019,30/03/2019,15000.0,5,9,45,772,1,1,1,1
1518,0ff9dc5,26/09/2019,10/10/2018,390000.0,25,18,1,800,1,1,1,1
4160,0ffd328,09/10/2019,03/09/2018,20000.0,50,5,1,494,1,1,1,1
1277,1001a87,31/10/2019,18/04/2019,8000.0,5,9,176,1,1,1,6,2
951,100c6fc,17/10/2019,21/03/2018,33000.0,4,4,72,1,1,1,6,2
1021,100ecd6,30/10/2019,05/02/2019,9000.0,27,19,3,26,1,1,3,2
2627,101020c,15/10/2019,12/07/2017,,7,7,72,0,1,1,6,2
2793,1010bce,08/10/2019,13/12/2018,57500.0,2,2,5,524,1,2,5,1
665,1012f4a,08/10/2019,24/01/2019,5000.0,13,13,1,36,1,1,1,1
157,101a08d,15/10/2019,24/08/2017,,1,3,26,1265,1,1,5,1
3830,101a326,20/09/2019,18/12/2018,50000.0,17,20,168,1,1,1,2,1
2844,101bb1f,20/09/2019,08/01/2018,40000.0,35,16,29,1,1,1,5,1
855,101dfd6,23/09/2019,12/12/2018,8000.0,16,14,419,393,1,1,4,2
3302,102e879,21/10/2019,05/09/2017,,32,5,4,19,1,1,7,4
97,1035db4,30/09/2019,25/01/2019,15100.0,15,5,5,580,1,2,5,1
3792,103b314,30/10/2019,15/09/2018,5000.0,4,4,1,1605,1,1,1,1
3002,103fa58,28/10/2019,14/11/2018,5000.0,1,3,47,1,1,1,3,2
1301,10446bf,09/10/2019,09/07/2018,20000.0,30,8,91,582,1,1,6,2
2611,1048f85,28/10/2019,02/03/2018,27000.0,36,22,7,1742,1,1,9,3
674,1057ae4,25/10/2019,30/08/2018,40000.0,20,23,72,0,1,1,6,2
1110,1058371,28/10/2019,22/11/2018,6000.0,1,3,38,1147,1,1,1,1
1135,105bd53,30/09/2019,30/08/2017,,1,3,7,215,1,1,9,3
1868,105d3de,12/09/2019,13/08/2017,4000.0,102,6,112,0,1,3,2,1
2482,1063318,30/10/2019,05/05/2016,,18,21,829,0,1,1,5,1
2390,1064387,21/10/2019,07/02/2019,,13,13,2,73,1,1,2,1
1497,1069050,07/10/2019,18/05/2017,,87,6,35,1,1,1,4,2
3769,106b2d6,17/09/2019,04/10/2018,12000.0,15,5,250,0,1,1,2,1
2871,107905d,15/10/2019,03/08/2017,,13,13,25,2900,1,1,1,1
2850,108de94,07/10/2019,30/08/2018,20000.0,8,10,9,365,1,1,6,2
3406,1092230,30/10/2019,02/04/2019,60000.0,9,11,3,1,1,1,3,2
3234,1094258,06/09/2019,01/11/2017,85000.0,12,1,1,54,1,1,1,1
3520,109688a,31/10/2019,20/10/2018,20000.0,29,6,1,586,1,1,1,1
3610,10a9ec3,08/10/2019,22/02/2019,11500.0,3,1,13,1464,1,1,1,1
2015,10add7a,07/10/2019,17/04/2018,45000.0,7,7,108,1537,1,1,1,1
878,10b4236,31/10/2019,07/06/2018,10000.0,21,24,7,1014,1,1,9,3
3820,10be75d,20/09/2019,27/06/2017,130000.0,5,9,121,1,1,1,1,1
1947,10c0c50,28/10/2019,14/03/2018,6000.0,9,11,113,499,1,1,1,1
151,10c69bf,31/10/2019,23/03/2016,,4,4,29,135,1,1,5,1
1414,10c7985,21/10/2019,20/03/2019,20000.0,54,14,32,262,1,1,16,3
1491,10cc9e2,31/10/2019,07/01/2019,15000.0,18,21,14,2129,1,1,3,2
989,10ce5cb,16/10/2019,01/03/2019,6000.0,2,2,23,123,1,1,13,3
1056,10d0a62,20/09/2019,19/12/2018,10000.0,7,7,32,1362,1,1,16,3
3502,10d4e10,02/10/2019,26/04/2017,,1,3,2,3201,1,1,2,1
659,10dbb4b,07/10/2019,25/01/2019,90000.0,3,1,107,1305,1,1,6,2
2974,10de8d0,07/10/2019,26/07/2018,40000.0,18,21,169,1579,1,1,1,1
3591,10e034c,03/09/2019,13/12/2017,15000.0,15,5,37,0,1,1,2,1
1019,10e1b84,30/09/2019,06/09/2017,30000.0,4,4,1,2385,1,1,1,1
133,10e50f3,28/10/2019,16/08/2018,70000.0,5,9,201,22,1,4,2,1
1927,10e7f68,28/10/2019,13/03/2019,15000.0,1,3,2,28,1,1,2,1
1774,10f01d4,09/10/2019,30/01/2019,22000.0,2,2,344,0,1,1,9,3
1963,10f351b,08/10/2019,14/02/2019,15000.0,65,19,1,0,1,1,1,1
896,10ffc23,20/09/2019,09/05/2018,60000.0,15,5,7,2816,1,1,9,3
3529,11232af,30/09/2019,06/12/2016,5000.0,32,5,354,0,1,1,2,1
786,1131116,28/10/2019,04/04/2019,15000.0,18,21,266,0,1,2,5,1
536,1135bf5,31/10/2019,19/09/2018,,9,11,135,1,1,1,3,2
958,1136eb7,25/09/2019,06/12/2018,30000.0,20,23,101,1757,1,1,1,1
2481,114be67,01/10/2019,04/04/2018,5000.0,16,14,86,477,1,1,4,2
805,1153aff,25/09/2019,06/07/2017,,2,2,31,1056,1,1,2,1
3057,115777d,25/09/2019,18/04/2018,9000.0,10,12,4,19,1,1,7,4
249,11583ef,16/10/2019,16/05/2018,23000.0,4,4,92,1,1,1,8,3
251,11600b7,07/10/2019,07/12/2018,20000.0,134,6,4,2,1,1,7,4
1017,11634dc,01/10/2019,12/12/2018,10000.0,33,5,198,1,1,1,6,2
3781,116926c,28/10/2019,06/12/2018,26000.0,29,6,83,2083,1,1,10,4
2936,1174426,21/10/2019,20/12/2018,150000.0,35,16,1,81,1,1,1,1
1329,117ab5c,25/09/2019,06/11/2018,10000.0,1,3,494,1,1,4,1,1
2852,117b5fb,16/10/2019,23/10/2017,,1,3,9,30,1,1,6,2
1713,1181184,25/09/2019,03/09/2016,,9,11,43,1,1,1,2,1
3138,11836db,28/10/2019,05/04/2018,50000.0,6,1,5,461,1,2,5,1
1218,118d6b0,05/09/2019,02/10/2018,100000.0,2,2,2,96,1,1,2,1
3162,1199218,20/09/2019,17/05/2018,3750.0,74,10,261,1452,1,1,1,1
1721,119d277,24/10/2019,03/04/2018,,4,4,10,561,1,1,11,3
1970,11a8380,11/10/2019,24/12/2018,,17,20,282,0,1,1,1,1
2057,11ac6a9,15/10/2019,29/11/2018,20000.0,6,1,8,300,1,1,10,4
543,11d8254,28/10/2019,13/04/2019,,1,3,4,74,1,1,7,4
1060,11e5de1,21/10/2019,21/11/2018,15000.0,4,4,14,464,1,1,3,2
433,11ea9c8,10/10/2019,18/11/2017,16500.0,65,19,5,1301,1,2,5,1
3196,11ef274,08/10/2019,21/11/2017,10000.0,38,26,22,1674,1,3,1,1
2647,11effd9,07/10/2019,31/01/2019,15500.0,7,7,759,0,1,1,12,1
3915,11f504e,28/10/2019,08/06/2018,80000.0,12,1,8,245,1,1,10,4
2078,11f5628,25/09/2019,30/09/2016,,22,15,207,1,2,5,3,2
1238,11f6154,31/10/2019,15/04/2019,6300.0,4,4,3,1,1,1,3,2
3623,11fe0af,11/10/2019,11/08/2018,5000.0,8,10,623,0,1,3,5,1
3473,11ff860,25/09/2019,17/10/2018,15000.0,19,17,61,3165,1,1,1,1
614,1200c62,08/10/2019,17/08/2017,8000.0,1,3,36,865,1,1,3,2
1035,1202cfe,08/10/2019,09/09/2017,,4,4,10,611,1,1,11,3
1951,12112d2,07/10/2019,19/01/2019,21000.0,27,19,77,1,1,1,4,2
310,121b3bd,26/09/2019,27/09/2018,16000.0,3,1,3,259,1,1,3,2
123,12231c1,23/09/2019,01/09/2017,30000.0,26,18,1,1455,1,1,1,1
2960,1234c70,18/09/2019,28/11/2018,90000.0,1,3,145,0,1,1,1,1
3635,12412a9,23/09/2019,30/01/2017,,38,26,13,43,1,1,1,1
3757,1242432,21/10/2019,27/11/2018,11000.0,11,8,42,189,1,1,15,3
760,1243428,24/10/2019,01/03/2019,25000.0,3,1,49,15,1,1,19,4
2493,1259053,25/09/2019,12/09/2018,5000.0,4,4,264,0,1,1,3,2
3761,1261223,08/10/2019,05/11/2018,15000.0,86,13,124,2601,1,1,9,3
3736,1269548,30/09/2019,06/12/2018,26000.0,138,18,83,178,1,1,10,4
497,126a49c,11/09/2019,08/04/2017,,2,2,15,816,1,1,4,2
3411,126f371,25/09/2019,08/01/2016,,73,7,63,1,1,1,2,1
1600,12711c3,25/09/2019,07/03/2018,,3,1,10,598,1,1,11,3
2124,128303c,16/10/2019,29/07/2017,,54,14,9,365,1,1,6,2
352,12851cd,03/09/2019,19/03/2018,25000.0,2,2,4,1530,1,1,7,4
825,1292ea7,26/09/2019,18/04/2018,25000.0,3,1,1,179,1,1,1,1
2835,1295c74,05/09/2019,12/11/2018,15000.0,12,1,115,1861,1,1,6,2
2759,129f4e3,26/09/2019,21/02/2018,20000.0,3,1,14,342,1,1,3,2
2890,12ac771,31/10/2019,09/11/2018,30000.0,2,2,186,0,1,1,3,2
2999,12ae19a,31/10/2019,14/12/2018,18000.0,27,19,4,104,1,1,7,4
3948,12ae2da,11/09/2019,29/09/2018,120000.0,1,3,119,1,1,1,1,1
3593,12b2630,21/10/2019,10/03/2019,11000.0,16,14,32,602,1,1,16,3
2824,12b8405,25/09/2019,30/11/2018,30000.0,22,15,3,164,1,1,3,2
3136,12b8bf7,07/10/2019,14/02/2019,100000.0,35,16,1,463,1,1,1,1
3826,12c54dc,23/10/2019,07/03/2019,10000.0,4,4,19,356,1,1,1,1
1731,12c7b0b,10/09/2019,10/09/2018,50000.0,5,9,90,1,1,1,6,2
1018,12ce31f,31/10/2019,11/12/2018,8000.0,7,7,1,1224,1,1,1,1
3015,13038f6,01/10/2019,08/01/2018,180000.0,6,1,7,847,1,1,9,3
84,130a494,16/09/2019,18/08/2017,60000.0,3,1,382,1243,1,1,11,3
3061,131c6e5,30/09/2019,23/11/2017,20000.0,47,6,30,1207,1,1,2,1
2169,13313f8,08/10/2019,22/05/2018,,2,2,1,1790,1,1,1,1
3124,1342ea3,05/09/2019,23/10/2018,67900.0,1,3,2,28,1,1,2,1
1920,13460a4,28/10/2019,15/02/2019,2000.0,1,3,49,2333,1,1,19,4
3756,134fb8c,31/10/2019,22/03/2019,30000.0,12,1,13,129,1,1,1,1
3341,135a25a,11/10/2019,23/11/2018,20000.0,4,4,37,1,1,1,2,1
1763,1367bb1,01/10/2019,06/02/2018,,13,13,2,8,1,1,2,1
799,136d171,23/09/2019,26/05/2017,,90,22,238,327,1,3,25,5
3199,1374f23,30/09/2019,15/01/2019,16500.0,58,26,344,0,1,1,9,3
1665,137d722,25/09/2019,26/05/2018,,2,2,279,0,1,1,1,1
2883,1381156,07/10/2019,09/08/2017,,27,19,43,1,1,1,2,1
3044,1387685,11/10/2019,18/10/2018,500000.0,4,4,26,1,1,1,5,1
2951,138d008,02/09/2019,28/11/2018,15000.0,15,5,99,2974,1,1,1,1
2533,1391be4,31/10/2019,04/04/2019,22000.0,2,2,61,2616,1,1,1,1
440,13a9e21,28/10/2019,08/04/2019,6000.0,3,1,180,138,1,2,5,1
1453,13ade4b,26/09/2019,30/06/2017,60000.0,2,2,132,1,1,1,3,2
2291,13ae086,25/09/2019,15/06/2018,12000.0,1,3,106,333,1,1,1,1
3844,13b21ab,17/10/2019,25/02/2019,83000.0,4,4,33,3,1,1,1,1
4171,13c8b67,16/10/2019,19/04/2017,,48,4,226,0,1,1,1,1
378,13d2348,30/10/2019,11/07/2018,24000.0,28,8,15,444,1,1,4,2
516,13e005b,23/09/2019,26/12/2018,55000.0,44,19,32,516,1,1,16,3
222,13e0bd6,28/10/2019,28/02/2019,8000.0,10,12,26,2783,1,1,5,1
1606,13f13be,21/10/2019,30/11/2017,,13,13,19,1363,1,1,1,1
2545,140f320,11/10/2019,08/08/2018,,108,5,2,285,1,1,2,1
2016,140fc48,30/10/2019,01/11/2017,,8,10,24,1,1,1,1,1
2858,141a0d8,02/09/2019,08/11/2018,60000.0,3,1,15,108,1,1,4,2
3403,1425062,02/10/2019,28/01/2019,26000.0,3,1,55,1,1,1,1,1
839,1433be1,18/09/2019,12/06/2018,16000.0,43,1,4,19,1,1,7,4
692,145bbb7,24/10/2019,21/06/2017,80000.0,2,2,2,5,1,1,2,1
1513,146994e,16/10/2019,23/03/2018,25000.0,15,5,1,81,1,1,1,1
3586,146d22a,26/09/2019,28/11/2018,,7,7,168,1,1,1,2,1
1979,1486361,30/10/2019,23/10/2018,25000.0,2,2,11,1,1,1,4,2
3976,1490590,28/10/2019,21/05/2018,30000.0,70,22,14,1884,1,1,3,2
3828,149f8e7,26/09/2019,13/04/2017,50000.0,19,17,3,733,1,1,3,2
2893,14acfe4,02/09/2019,27/11/2018,30000.0,4,4,3,35,1,1,3,2
2804,14aee57,31/10/2019,10/07/2018,50000.0,19,17,47,66,2,5,3,2
3033,14b05cd,07/10/2019,20/11/2018,68000.0,11,8,519,0,1,1,4,2
2790,14b7a56,12/09/2019,14/02/2018,15000.0,8,10,126,1311,1,1,4,2
3172,14bad2e,17/10/2019,24/07/2017,22000.0,92,8,86,52,1,1,4,2
4157,14bc9b9,30/09/2019,11/12/2018,15000.0,48,4,6,44,1,1,8,3
3745,14c4652,31/10/2019,25/10/2018,15500.0,2,2,124,1470,1,1,9,3
1873,14c9c0a,18/09/2019,13/09/2018,20000.0,12,1,448,0,1,1,3,2
4092,14cb0b3,21/10/2019,03/03/2018,10000.0,1,3,350,2247,1,1,1,1
366,14d82e0,26/09/2019,30/01/2018,12000.0,13,13,94,1,1,1,3,2
1030,14eb83d,07/10/2019,26/02/2018,10000.0,74,10,27,193,1,3,1,1
2919,150a7e2,16/10/2019,21/03/2019,60000.0,33,5,310,0,1,4,1,1
3336,151fce3,30/10/2019,21/02/2019,33000.0,3,1,3,26,1,1,3,2
1224,1523cad,31/10/2019,24/04/2019,60000.0,2,2,89,1155,1,1,1,1
2970,152643e,28/10/2019,24/10/2018,10000.0,33,5,1,2614,1,1,1,1
1542,15294eb,21/10/2019,16/01/2019,18000.0,2,2,514,0,1,1,2,1
2149,153f1fb,08/10/2019,17/10/2018,75000.0,38,26,71,1,1,1,6,2
1749,1547111,08/10/2019,21/08/2018,,54,14,1,1350,1,1,1,1
1212,15737da,28/10/2019,19/02/2019,4000.0,23,25,64,657,1,1,4,2
779,157cabf,20/09/2019,23/10/2017,30000.0,1,3,28,166,1,1,1,1
1158,157f42e,31/10/2019,25/04/2019,30000.0,18,21,32,469,1,1,16,3
